COSMICClust	COSMICDisp	COSMICNonSig	ExACClust	ExACDisp	ExACNonSig	MultiClust	MultiSeg	MultiCorr
					2IB9A			
					3ZDQA			
					1ILTA			
					3QK3C			
					1X3BA			
					1X5MA			
					2UXWA			
					4L8TA			
					3KT9A			
					3KQ4B			
					3ZFXG			
					2IDXC			
					3KN1A			
					2IWQA			
					2IU1A			
					3QTZA			
					2IWGE			
					3Q90B			
					3KQ0A			
					2Z0DA			
					1QTYU			
					3L11A			
					4LG6A			
					3L15B			
					1QZUA			
					2M9AA			
					1IILG			
					3QS7C			
					3QC3B			
					3KYOA			
					2MAMA			
					2ED9A			
					3QE9Y			
					2IFGE			
					3QLNA			
					3W82B			
					1X5GA			
					2ECNA			
					2IC1A			
					3ZD1B			
					1R79A			
					1I4OA			
					4LDQA			
					2Z0BD			
					1IKTA			
					3KZDA			
					3QD6D			
					3KS9A			
					2EBPA			
					1IL8A			
					2IWIA			
					2IZSA			
					2M16A			
					2GSXA			
					2YY0D			
					3QNTA			
					2ED1A			
					3KVWA			
					3KQ4E			
					4F14A			
					2IBNA			
					4LCEA			
					4F7SA			
					2IWPA			
					1R4CC			
					1X5FA			
					2ED7A			
					1I8LB			
					4LL9C			
					4LIJC			
					3QORB			
					1X53A			
					4LHYC			
					2M74A			
					3EP0A			
					4L7RA			
					3QRFI			
					2IWNA			
					2ICES			
					1RI9A			
					1RK9A			
					2YU2A			
					3Q91D			
					2EBWA			
					2IUWA			
					4L3VB			
					4LIRB			
					3QAKA			
					2IAGA			
					4LMFA			
					1RGOA			
					2YVQA			
					2ECCA			
					1R03A			
					3EPZB			
					4LEOC			
					1X2LA			
					3QB1C			
					3QMCA			
					1RJTA			
					3O65A			
					3KXOA			
					3QP3C			
					1IOJA			
					2IWZB			
					1RJ7I			
					4F7OA			
					1QKLA			
					1RM8A			
					4L45A			
					1IRHA			
					4ILWF			
					1IMJA			
					1X50A			
					1R55A			
					4LI0B			
					1IBXB			
					1IP0A			
					4L9MA			
					4L7DB			
					3EQ1B			
					1I1JB			
					1ISMB			
					3ELBA			
					3QFCA			
					1IJTA			
					1NCNA			
					2EDIA			
					1RGWA			
					2IVXB			
					4L6QA			
					3EO2A			
					1QKQA			
					4LJQA			
					2EDNA			
					2ED0A			
					2EAQA			
					1ITVA			
					3KQGB			
					2EDDA			
					3QT2B			
					2EDPA			
					1I49B			
					2EDJA			
					1QNKB			
					2EBZA			
					1I27A			
					3KVOB			
					3Q8KA			
					4LD6A			
					2EDTA			
					4FITA			
					2IFGA			
					2EBMA			
					4LLBA			
					1FG9C			
					4F80A			
					2EAXC			
					1QMVC			
					4L3PA			
					1RJBA			
					4F9BB			
					3QC8B			
					2DK6A			
					4FC6B			
					3EH2C			
					1RLYA			
					4EYCA			
					2IRWC			
					1I3DA			
					3EWUB			
					3EPPB			
					3QMKA			
					1IQ3A			
					1I3NB			
					4FGUB			
					3GAVA			
					3EE6A			
					4L9CA			
					3ETOB			
					2EB1C			
					3QKJD			
					3EVSB			
					2EDLA			
					3EFHA			
					4FLAC			
					4CEMA			
					2EBKA			
					3QS9G			
					1R42A			
					4LG8A			
					1QKID			
					1IMVA			
					2ID5D			
					3CUQC			
					4FDJA			
					4LI0D			
					1QUBA			
					3EWSB			
					4FG8B			
					3EXHH			
					4F0DA			
					2EDEA			
					1QU6A			
					1RBYA			
					4LLAC			
					1I16A			
					4F52F			
					3EVXD			
					1U3TB			
					3EWFA			
					1I7KB			
					4F0XH			
					1I71A			
					1RL1A			
					2EAPA			
					1ITQA			
					4EYJA			
					1RHFB			
					4F9ZE			
					3EGAA			
					3QBVB			
					2EBVA			
					4EWIB			
					3EMWA			
					2EDRA			
					1IMHC			
					2EBTA			
					4F27Q			
					1IGRA			
					1INZA			
					4L7EB			
					3EU9B			
					2EDBA			
					3MJGX			
					2EDHA			
					1ITBB			
					2ECBA			
					4F91B			
					4F3TA			
					1QQGA			
					3EI4B			
					4F7HA			
					2EBLA			
					4F9AC			
					2EDQA			
					3EH1A			
					4FL2A			
					3ENPB			
					3SAGB			
					3ES6B			
					3EX7E			
					3EIJA			
					4FJVA			
					4F0IA			
					3EQMA			
					4O7QA			
					3EX7B			
					3EDVB			
					3EGIA			
					3EG9B			
					1KT0A			
					1CNT3			
					2D2ZA			
					2CKJA			
					4AWLC			
					3B76A			
					2RS9B			
					3WEFC			
					2M38A			
					2YULA			
					1X44A			
					3KULB			
					2IHDA			
					3QF2B			
					4LCJD			
					1R1JA			
					1IF4A			
					2EC1A			
					4F7BB			
					3ENMC			
					3U7UC			
					2L4RA			
					2XU7B			
					1W4RG			
					3IE3A			
					2H16B			
					3OESA			
					4IS7A			
					1NI2A			
					1FOSH			
					2DLHA			
					4CNCB			
					3D1NI			
