structid	chain	unp
1CZ8	V	P15692
1CZ8	W	P15692
1CZA	N	P19367
1CZM	A	P00915
1CZS	A	P12259
1CZT	A	P12259
1CZV	A	P12259
1CZV	B	P12259
1CZY	A	Q12933
1CZY	B	Q12933
1CZY	C	Q12933
1CZZ	A	Q12933
1CZZ	B	Q12933
1CZZ	C	Q12933
1CZZ	D	P25942
1CZZ	E	P25942
1D00	A	Q12933
1D00	B	Q12933
1D00	C	Q12933
1D00	D	Q12933
1D00	E	Q12933
1D00	F	Q12933
1D00	G	Q12933
1D00	H	Q12933
1D00	I	P25942
1D00	J	P25942
1D00	K	P25942
1D00	L	P25942
1D00	M	P25942
1D00	N	P25942
1D00	O	P25942
1D00	P	P25942
1D01	A	Q12933
1D01	B	Q12933
1D01	C	Q12933
1D01	D	Q12933
1D01	E	Q12933
1D01	F	Q12933
1D01	G	P28908
1D01	H	P28908
1D01	I	P28908
1D0A	A	Q12933
1D0A	B	Q12933
1D0A	C	Q12933
1D0A	D	Q12933
1D0A	E	Q12933
1D0A	F	Q12933
1D0A	G	P43489
1D0A	H	P43489
1D0A	I	P43489
1D0A	J	P43489
1D0A	K	P43489
1D0A	L	P43489
1D0G	A	P50591
1D0G	B	P50591
1D0G	D	P50591
1D0G	R	O14763
1D0G	S	O14763
1D0G	T	O14763
1D0J	A	Q12933
1D0J	B	Q12933
1D0J	C	Q12933
1D0J	D	Q12933
1D0J	E	Q12933
1D0J	F	Q12933
1D0R	A	P01275
1D1J	A	P35080
1D1J	B	P35080
1D1J	C	P35080
1D1J	D	P35080
1D1S	A	P40394
1D1S	B	P40394
1D1S	C	P40394
1D1S	D	P40394
1D1T	A	P40394
1D1T	B	P40394
1D1T	C	P40394
1D1T	D	P40394
1D1Z	A	O60880
1D1Z	B	O60880
1D1Z	C	O60880
1D1Z	D	O60880
1D2B	A	P01033
1D2J	A	P01130
1D2L	A	Q07954
1D2Q	A	P50591
1D2Q	B	P50591
1D2S	A	P04278
1D2V	A	P05164
1D2V	B	P05164
1D2V	C	P05164
1D2V	D	P05164
1D3B	A	P62318
1D3B	B	P14678
1D3B	C	P62318
1D3B	D	P14678
1D3B	E	P62318
1D3B	F	P14678
1D3B	G	P62318
1D3B	H	P14678
1D3B	I	P62318
1D3B	J	P14678
1D3B	K	P62318
1D3B	L	P14678
1D3D	A	P00734
1D3D	B	P00734
1D3E	I	P05362
1D3G	A	Q02127
1D3H	A	Q02127
1D3I	I	P05362
1D3K	A	P02787
1D3L	A	P05362
1D3P	A	P00734
1D3P	B	P00734
1D3Q	A	P00734
1D3Q	B	P00734
1D3T	A	P00734
1D3T	B	P00734
1D3Z	A	P0CG48
1D4A	A	P15559
1D4A	B	P15559
1D4A	C	P15559
1D4A	D	P15559
1D4B	A	Q9UHD4
1D4N	A	P02787
1D4P	A	P00734
1D4P	B	P00734
1D4T	A	O60880
1D4T	B	Q13291
1D4U	A	P23025
1D4V	A	O14763
1D4V	B	P50591
1D4W	A	O60880
1D4W	B	O60880
1D4W	C	Q13291
1D4W	D	Q13291
1D4X	G	P06396
1D5F	A	Q05086
1D5F	B	Q05086
1D5F	C	Q05086
1D5G	A	Q12923
1D5J	A	P08254
1D5J	B	P08254
1D5L	A	P05164
1D5L	B	P05164
1D5L	C	P05164
1D5L	D	P05164
1D5R	A	P60484
1D5S	A	P01009
1D5S	B	P01009
1D5V	A	Q99958
1D6G	A	P32238
1D6N	A	P00492
1D6N	B	P00492
1D6O	A	P62942
1D6O	B	P62942
1D6P	A	P61626
1D6Q	A	P61626
1D6W	A	P00734
1D7H	A	P62942
1D7H	B	P62942
1D7I	A	P62942
1D7I	B	P62942
1D7J	A	P62942
1D7J	B	P62942
1D7K	A	P11926
1D7K	B	P11926
1D7P	M	P00451
1D7Q	A	P47813
1D7W	A	P05164
1D7W	B	P05164
1D7W	C	P05164
1D7W	D	P05164
1D7X	A	P08254
1D7X	B	P08254
1D8D	P	P01116
1D8E	P	P01116
1D8F	A	P08254
1D8F	B	P08254
1D8J	A	P29084
1D8K	A	P29084
1D8M	A	P08254
1D8M	B	P08254
1D9I	A	P00734
1D9N	A	Q9UIS9
1DAN	H	P08709
1DAN	L	P08709
1DAN	T	P13726
1DAN	U	P13726
1DB1	A	P11473
1DB2	A	P05121
1DB2	B	P05121
1DB4	A	P14555
1DB5	A	P14555
1DBH	A	Q07889
1DC2	A	P42771
1DCA	A	P00918
1DCB	A	P00918
1DCY	A	P14555
1DD1	A	Q13485
1DD1	B	Q13485
1DD1	C	Q13485
1DDF	A	P25445
1DDJ	A	P00747
1DDJ	B	P00747
1DDJ	C	P00747
1DDJ	D	P00747
1DE4	A	Q30201
1DE4	B	P61769
1DE4	C	P02786
1DE4	D	Q30201
1DE4	E	P61769
1DE4	F	P02786
1DE4	G	Q30201
1DE4	H	P61769
1DE4	I	P02786
1DE7	H	P00734
1DE7	J	P00734
1DE7	K	P00734
1DE7	L	P00734
1DE8	A	P27695
1DE8	B	P27695
1DE9	A	P27695
1DE9	B	P27695
1DEB	A	P25054
1DEB	B	P25054
1DEH	A	P00325
1DEH	B	P00325
1DEJ	S	P06396
1DEU	A	Q9UBR2
1DEU	B	Q9UBR2
1DEV	A	Q15796
1DEV	B	O95405
1DEV	C	Q15796
1DEV	D	O95405
1DEW	A	P27695
1DEW	B	P27695
1DFC	A	Q16658
1DFC	B	Q16658
1DFN	A	P59666
1DFN	B	P59666
1DFP	A	P00746
1DFP	B	P00746
1DFV	A	P80188
1DFV	B	P80188
1DFW	A	P07988
1DG3	A	P32455
1DG6	A	P50591
1DGB	A	P04040
1DGB	B	P04040
1DGB	C	P04040
1DGB	D	P04040
1DGF	A	P04040
1DGF	B	P04040
1DGF	C	P04040
1DGF	D	P04040
1DGG	A	P04040
1DGG	B	P04040
1DGG	C	P04040
1DGG	D	P04040
1DGH	A	P04040
1DGH	B	P04040
1DGH	C	P04040
1DGH	D	P04040
1DGI	R	P15151
1DGK	N	P19367
1DGN	A	P57730
1DGQ	A	P20701
1DGU	A	Q99828
1DGV	A	Q99828
1DHF	A	P00374
1DHF	B	P00374
1DHS	A	P49366
1DHT	A	P14061
1DI3	A	P61626
1DI4	A	P61626
1DI5	A	P61626
1DI8	A	P24941
1DI9	A	Q16539
1DIA	A	P11586
1DIA	B	P11586
1DIB	A	P11586
1DIB	B	P11586
1DIC	A	P00746
1DIG	A	P11586
1DIG	B	P11586
1DIT	H	P00734
1DIT	L	P00734
1DJL	A	Q13423
1DJL	B	Q13423
1DJS	A	P21802
1DJS	B	P05230
1DK8	A	O15169
1DKE	A	P69905
1DKE	B	P68871
1DKE	C	P69905
1DKE	D	P68871
1DKF	B	P10276
1DKS	A	P61024
1DKS	B	P61024
1DKT	A	P61024
1DKT	B	P61024
1DL6	A	Q00403
1DLH	A	P01903
1DLH	B	P04229
1DLH	D	P01903
1DLH	E	P04229
1DLR	A	P00374
1DLS	A	P00374
1DM2	A	P24941
1DM4	A	P00734
1DM4	B	P00734
1DM4	C	P02671
1DMT	A	P08473
1DMW	A	P00439
1DN2	A	P01857
1DN2	B	P01857
1DNC	A	P00390
1DNU	A	P05164
1DNU	B	P05164
1DNU	C	P05164
1DNU	D	P05164
1DNW	A	P05164
1DNW	B	P05164
1DNW	C	P05164
1DNW	D	P05164
1DO5	A	O14618
1DO5	B	O14618
1DO5	C	O14618
1DO5	D	O14618
1DO8	A	P23368
1DO8	B	P23368
1DO8	C	P23368
1DO8	D	P23368
1DOA	A	P60953
1DOJ	A	P00734
1DOK	A	P13500
1DOK	B	P13500
1DOL	A	P13500
1DOM	A	P13500
1DOM	B	P13500
1DON	A	P13500
1DON	B	P13500
1DP7	P	P22670
1DPF	A	P61586
1DPK	A	P08514
1DPQ	A	P08514
1DPT	A	P30046
1DPT	B	P30046
1DPT	C	P30046
1DPU	A	P15927
1DPU	B	P13051
1DQ8	A	P04035
1DQ8	B	P04035
1DQ8	C	P04035
1DQ8	D	P04035
1DQ9	A	P04035
1DQ9	B	P04035
1DQ9	C	P04035
1DQ9	D	P04035
1DQA	A	P04035
1DQA	B	P04035
1DQA	C	P04035
1DQA	D	P04035
1DQB	A	P07204
1DR9	A	P33681
1DRF	A	P00374
1DRZ	A	P09012
1DS5	E	P67870
1DS5	F	P67870
1DS5	G	P67870
1DS5	H	P67870
1DS6	A	P15153
1DS6	B	P52566
1DSN	A	P02788
1DST	A	P00746
1DSU	A	P00746
1DSU	B	P00746
1DSW	A	P00441
1DSZ	A	P10276
1DSZ	B	P19793
1DT4	A	P51513
1DT7	X	P04637
1DT7	Y	P04637
1DT9	A	P62495
1DTD	A	P48052
1DTG	A	P02787
1DTJ	A	Q9UNW9
1DTJ	B	Q9UNW9
1DTJ	C	Q9UNW9
1DTJ	D	Q9UNW9
1DTW	A	P12694
1DTW	B	P21953
1DU3	A	O14763
1DU3	B	O14763
1DU3	C	O14763
1DU3	D	P50591
1DU3	E	P50591
1DU3	F	P50591
1DU3	G	O14763
1DU3	H	O14763
1DU3	I	O14763
1DU3	J	P50591
1DU3	K	P50591
1DU3	L	P50591
1DUG	A	P02679
1DUG	B	P02679
1DUJ	A	Q13257
1DUX	C	P19419
1DUX	F	P19419
1DV0	A	P54725
1DV8	A	P07306
1DVA	H	P08709
1DVA	I	P08709
1DVA	L	P08709
1DVA	M	P08709
1DVC	A	P01040
1DVD	A	P01040
1DVM	A	P05121
1DVM	B	P05121
1DVM	C	P05121
1DVM	D	P05121
1DVN	A	P05121
1DVQ	A	P02766
1DVQ	B	P02766
1DVS	A	P02766
1DVS	B	P02766
1DVT	A	P02766
1DVT	B	P02766
1DVU	A	P02766
1DVU	B	P02766
1DVX	A	P02766
1DVX	B	P02766
1DVY	A	P02766
1DVY	B	P02766
1DVZ	A	P02766
1DVZ	B	P02766
1DWB	H	P00734
1DWB	L	P00734
1DWC	H	P00734
1DWC	L	P00734
1DWD	H	P00734
1DWD	L	P00734
1DWE	H	P00734
1DWE	L	P00734
1DX5	A	P00734
1DX5	B	P00734
1DX5	C	P00734
1DX5	D	P00734
1DX5	I	P07204
1DX5	J	P07204
1DX5	K	P07204
1DX5	L	P07204
1DX5	M	P00734
1DX5	N	P00734
1DX5	O	P00734
1DX5	P	P00734
1DXO	A	P15559
1DXO	B	P15559
1DXO	C	P15559
1DXO	D	P15559
1DXS	A	O15350
1DXT	A	P69905
1DXT	B	P68871
1DXT	C	P69905
1DXT	D	P68871
1DXU	A	P69905
1DXU	B	P68871
1DXU	C	P69905
1DXU	D	P68871
1DXV	A	P69905
1DXV	B	P68871
1DXV	C	P69905
1DXV	D	P68871
1DYN	A	Q05193
1DYN	B	Q05193
1DYT	A	P12724
1DYT	B	P12724
1DZ5	A	P09012
1DZ5	B	P09012
1DZA	A	P07998
1DZA	B	P07998
1DZC	A	P05230
1DZD	A	P05230
1DZG	I	P01008
1DZG	L	P01008
1DZH	I	P01008
1DZH	L	P01008
1DZI	A	P17301
1E03	I	P01008
1E03	L	P01008
1E04	I	P01008
1E04	L	P01008
1E05	I	P01008
1E05	L	P01008
1E07	A	P06731
1E0A	A	P60953
1E0F	A	P00734
1E0F	B	P00734
1E0F	C	P00734
1E0F	D	P00734
1E0F	E	P00734
1E0F	F	P00734
1E0O	A	P05230
1E0O	B	P21802
1E0O	C	P05230
1E0O	D	P21802
1E0S	A	P62330
1E17	A	P98177
1E1G	A	P04156
1E1J	A	P04156
1E1P	A	P04156
1E1S	A	P04156
1E1U	A	P04156
1E1V	A	P24941
1E1W	A	P04156
1E1X	A	P24941
1E21	A	P07998
1E2D	A	P23919
1E2E	A	P23919
1E2F	A	P23919
1E2G	A	P23919
1E2Q	A	P23919
1E3F	A	P02766
1E3F	B	P02766
1E3G	A	P10275
1E3K	A	P06401
1E3K	B	P06401
1E3O	C	P14859
1E3Y	A	Q13158
1E41	A	Q13158
1E4H	A	P02766
1E4H	B	P02766
1E4J	A	O75015
1E4K	A	P01857
1E4K	B	P01857
1E4K	C	O75015
1E4Q	A	O15263
1E4S	A	P60022
1E4U	A	O95628
1E50	A	Q01196
1E50	B	Q13951
1E50	C	Q01196
1E50	D	Q13951
1E50	E	Q01196
1E50	F	Q13951
1E50	G	Q01196
1E50	H	Q13951
1E50	Q	Q01196
1E50	R	Q01196
1E51	A	P13716
1E51	B	P13716
1E5A	A	P02766
1E5A	B	P02766
1E5W	A	P26038
1E6F	A	P11717
1E6F	B	P11717
1E78	A	P02768
1E78	B	P02768
1E7A	A	P02768
1E7A	B	P02768
1E7B	A	P02768
1E7B	B	P02768
1E7C	A	P02768
1E7E	A	P02768
1E7F	A	P02768
1E7G	A	P02768
1E7H	A	P02768
1E7I	A	P02768
1E7K	A	P55769
1E7K	B	P55769
1E7Z	A	Q12904
1E87	A	Q07108
1E88	A	P02751
1E8A	A	P80511
1E8A	B	P80511
1E8B	A	P02751
1E8I	A	Q07108
1E8I	B	Q07108
1E8O	A	P49458
1E8O	B	P37108
1E8O	C	P49458
1E8O	D	P37108
1E8S	A	P49458
1E8S	B	P37108
1E8Y	A	P48736
1E8Z	A	P48736
1E91	B	Q05195
1E96	A	P63000
1E96	B	P19878
1E98	A	P23919
1E99	A	P23919
1E9A	A	P23919
1E9B	A	P23919
1E9C	A	P23919
1E9D	A	P23919
1E9E	A	P23919
1E9F	A	P23919
1E9H	A	P24941
1E9H	B	P20248
1E9H	C	P24941
1E9H	D	P20248
1E9N	A	P27695
1E9N	B	P27695
1EA6	A	P54278
1EA6	B	P54278
1EA8	A	P02649
1EAJ	A	P78310
1EAJ	B	P78310
1EAK	A	P08253
1EAK	B	P08253
1EAK	C	P08253
1EAK	D	P08253
1EAW	A	Q9Y5Y6
1EAW	C	Q9Y5Y6
1EAX	A	Q9Y5Y6
1EAZ	A	Q9HB21
1EB1	H	P00734
1EB1	L	P00734
1EBA	A	P19235
1EBA	B	P19235
1EBM	A	O15527
1EBP	A	P19235
1EBP	B	P19235
1EC6	A	Q9UNW9
1EC6	B	Q9UNW9
1ECV	A	P18031
1EDM	B	P00740
1EDM	C	P00740
1EDN	A	P05305
1EDP	A	P05305
1EE4	C	P01106
1EE4	D	P01106
1EE4	E	P01106
1EE4	F	P01106
1EEM	A	P78417
1EEN	A	P18031
1EEO	A	P18031
1EER	A	P01588
1EER	B	P19235
1EER	C	P19235
1EES	A	P60953
1EF1	A	P26038
1EF1	B	P26038
1EF1	C	P26038
1EF1	D	P26038
1EF3	A	P15121
1EF3	B	P15121
1EF7	A	Q9UBR2
1EF7	B	Q9UBR2
1EFE	A	P01308
1EFH	A	Q06520
1EFH	B	Q06520
1EFK	A	P23368
1EFK	B	P23368
1EFK	C	P23368
1EFK	D	P23368
1EFL	A	P23368
1EFL	B	P23368
1EFL	C	P23368
1EFL	D	P23368
1EFN	A	P06241
1EFN	C	P06241
1EFV	A	P13804
1EFV	B	P38117
1EG4	A	P11532
1EG4	P	Q14118
1EGC	A	P11310
1EGC	B	P11310
1EGC	C	P11310
1EGC	D	P11310
1EGD	A	P11310
1EGD	B	P11310
1EGD	C	P11310
1EGD	D	P11310
1EGE	A	P11310
1EGE	B	P11310
1EGE	C	P11310
1EGE	D	P11310
1EGJ	A	P32927
1EGT	A	P07204
1EGW	A	Q02078
1EGW	B	Q02078
1EGW	C	Q02078
1EGW	D	Q02078
1EGX	A	P50552
1EH2	A	P42566
1EH3	A	P02788
1EH6	A	P16455
1EH7	A	P16455
1EH8	A	P16455
1EHW	A	O00746
1EHW	B	O00746
1EIG	A	O00175
1EIH	A	O00175
1EJ4	B	Q13541
1EJ5	A	P42768
1EJ9	A	P11387
1EJF	A	Q15185
1EJF	B	Q15185
1EJN	A	P00749
1EJP	A	P31431
1EJP	B	P31431
1EJQ	A	P31431
1EJQ	B	P31431
1EK5	A	Q14376
1EK6	A	Q14376
1EK6	B	Q14376
1EKF	A	O15382
1EKF	B	O15382
1EKG	A	Q16595
1EKP	A	O15382
1EKP	B	O15382
1EKU	A	P01579
1EKU	B	P01579
1EKV	A	O15382
1EKV	B	O15382
1EL0	A	P22362
1EL3	A	P15121
1ELK	A	O60784
1ELK	B	O60784
1ELR	A	P31948
1ELV	A	P09871
1ELW	A	P31948
1ELW	B	P31948
1EM2	A	Q14849
1EM6	A	P06737
1EM6	B	P06737
1EMH	A	P13051
1EMJ	A	P13051
1EMN	A	P35555
1EMO	A	P35555
1EMR	A	P15018
1EMU	A	O15169
1EMU	B	P25054
1EOG	A	P09211
1EOG	B	P09211
1EOH	A	P09211
1EOH	B	P09211
1EOH	C	P09211
1EOH	D	P09211
1EOH	E	P09211
1EOH	F	P09211
1EOH	G	P09211
1EOH	H	P09211
1EOJ	A	P00734
1EOL	A	P00734
1EOT	A	P51671
1EOU	A	P00918
1EP9	A	P00480
1EQ3	A	Q9Y237
1EQ4	A	P61626
1EQ5	A	P61626
1EQE	A	P61626
1EQF	A	P21675
1EQU	A	P14061
1EQU	B	P14061
1EQX	A	Q05086
1EQY	S	P06396
1ERE	A	P03372
1ERE	B	P03372
1ERE	C	P03372
1ERE	D	P03372
1ERE	E	P03372
1ERE	F	P03372
1ERG	A	P13987
1ERH	A	P13987
1ERN	A	P19235
1ERN	B	P19235
1ERR	A	P03372
1ERR	B	P03372
1ERT	A	P10599
1ERU	A	P10599
1ERV	A	P10599
1ERW	A	P10599
1ES0	B	Q05329
1ES7	A	P12643
1ES7	B	P36894
1ES7	C	P12643
1ES7	D	P36894
1ESL	A	P16581
1ESR	A	P80075
1ESV	S	P06396
1ET1	A	P01270
1ET1	B	P01270
1ETA	1	P02766
1ETA	2	P02766
1ETB	1	P02766
1ETB	2	P02766
1ETE	A	P49771
1ETE	B	P49771
1ETE	C	P49771
1ETE	D	P49771
1EUB	A	P45452
1EUJ	A	Q12904
1EUJ	B	Q12904
1EV2	A	P09038
1EV2	B	P09038
1EV2	C	P09038
1EV2	D	P09038
1EV2	E	P21802
1EV2	F	P21802
1EV2	G	P21802
1EV2	H	P21802
1EV3	A	P01308
1EV3	B	P01308
1EV3	C	P01308
1EV3	D	P01308
1EV6	A	P01308
1EV6	B	P01308
1EV6	C	P01308
1EV6	D	P01308
1EV6	E	P01308
1EV6	F	P01308
1EV6	G	P01308
1EV6	H	P01308
1EV6	I	P01308
1EV6	J	P01308
1EV6	K	P01308
1EV6	L	P01308
1EVR	A	P01308
1EVR	B	P01308
1EVR	C	P01308
1EVR	D	P01308
1EVR	E	P01308
1EVR	F	P01308
1EVR	G	P01308
1EVR	H	P01308
1EVR	I	P01308
1EVR	J	P01308
1EVR	K	P01308
1EVR	L	P01308
1EVS	A	P13725
1EVT	A	P05230
1EVT	B	P05230
1EVT	C	P11362
1EVT	D	P11362
1EVU	A	P00488
1EVU	B	P00488
1EW2	A	P05187
1EWF	A	P17213
1EWI	A	P27694
1EWN	A	P29372
1EX0	A	P00488
1EX0	B	P00488
1EXA	A	P13631
1EXT	A	P19438
1EXT	B	P19438
1EXU	A	P55899
1EXU	B	P61769
1EXV	A	P06737
1EXV	B	P06737
1EXX	A	P13631
1EXZ	A	P21583
1EXZ	B	P21583
1EXZ	C	P21583
1EXZ	D	P21583
1EY2	A	Q93099
1EYB	A	Q93099
1EYM	A	P62942
1EYM	B	P62942
1EZF	A	P37268
1EZF	B	P37268
1EZF	C	P37268
1EZQ	A	P00742
1EZQ	B	P00742
1EZX	A	P01009
1EZX	B	P01009
1F05	A	P37837
1F05	B	P37837
1F0J	A	Q07343
1F0J	B	Q07343
1F0M	A	P29323
1F0R	A	P00742
1F0R	B	P00742
1F0S	A	P00742
1F0S	B	P00742
1F0Y	A	Q16836
1F0Y	B	Q16836
1F12	A	Q16836
1F12	B	Q16836
1F13	A	P00488
1F13	B	P00488
1F14	A	Q16836
1F14	B	Q16836
1F16	A	Q07812
1F17	A	Q16836
1F17	B	Q16836
1F1J	A	P55210
1F1J	B	P55210
1F2H	A	Q15628
1F2L	A	P78423
1F2L	B	P78423
1F2L	C	P78423
1F2L	D	P78423
1F2Q	A	P12319
1F2W	A	P00918
1F3M	A	Q13153
1F3M	B	Q13153
1F3M	C	Q13153
1F3M	D	Q13153
1F3U	A	P13984
1F3U	B	P35269
1F3U	C	P13984
1F3U	D	P35269
1F3U	E	P13984
1F3U	F	P35269
1F3U	G	P13984
1F3U	H	P35269
1F3V	A	Q15628
1F3V	B	Q12933
1F40	A	P62942
1F41	A	P02766
1F41	B	P02766
1F42	A	P29460
1F45	A	P29460
1F45	B	P29459
1F4I	A	P54725
1F4J	A	P04040
1F4J	B	P04040
1F4J	C	P04040
1F4J	D	P04040
1F4O	A	P28676
1F4O	B	P28676
1F4Q	A	P28676
1F4Q	B	P28676
1F4R	A	P29372
1F59	A	Q14974
1F59	B	Q14974
1F5F	A	P04278
1F5K	U	P00749
1F5L	A	P00749
1F5N	A	P32455
1F5Q	A	P24941
1F5Q	C	P24941
1F5W	A	P78310
1F5W	B	P78310
1F5Y	A	P01130
1F62	A	Q9UIG0
1F66	C	P0C0S5
1F66	G	P0C0S5
1F68	A	Q92830
1F6A	A	P12319
1F6A	B	P01854
1F6A	D	P01854
1F6O	A	P29372
1F7E	A	P08709
1F7M	A	P08709
1F86	A	P02766
1F86	B	P02766
1F8A	B	Q13526
1F8H	A	P42566
1F8U	A	P22303
1F8Z	A	P01130
1F92	A	P00749
1F95	C	O43521
1F95	D	O43521
1F9E	A	Q14790
1F9E	B	Q14790
1F9E	C	Q14790
1F9E	D	Q14790
1F9E	E	Q14790
1F9E	F	Q14790
1F9E	G	Q14790
1F9E	H	Q14790
1F9E	I	Q14790
1F9E	J	Q14790
1F9E	K	Q14790
1F9E	L	Q14790
1F9J	A	P0CG48
1F9J	B	P0CG48
1F9P	A	P02775
1F9Q	A	P02776
1F9Q	B	P02776
1F9Q	C	P02776
1F9Q	D	P02776
1F9R	A	P02776
1F9R	B	P02776
1F9R	C	P02776
1F9R	D	P02776
1F9S	A	P02776
1F9S	B	P02776
1F9S	C	P02776
1F9S	D	P02776
1F9X	A	P98170
1FA9	A	P06737
1FAC	A	P00451
1FAK	H	P08709
1FAK	L	P08709
1FAK	T	P13726
1FAO	A	Q9UN19
1FAP	A	P62942
1FAP	B	P42345
1FAQ	A	P04049
1FAR	A	P04049
1FAX	A	P00742
1FAX	L	P00742
1FB1	A	P30793
1FB1	B	P30793
1FB1	C	P30793
1FB1	D	P30793
1FB1	E	P30793
1FB8	A	Q9UN19
1FBR	A	P02751
1FBV	A	P22681
1FBV	B	P43403
1FBV	C	P68036
1FBY	A	P19793
1FBY	B	P19793
1FBZ	A	P06239
1FBZ	B	P06239
1FC0	A	P06737
1FC0	B	P06737
1FC1	A	P01857
1FC1	B	P01857
1FC2	D	P01857
1FCC	A	P01857
1FCC	B	P01857
1FCG	A	P12318
1FCH	A	P50542
1FCH	B	P50542
1FCK	A	P02788
1FCX	A	P13631
1FCY	A	P13631
1FCZ	A	P13631
1FD0	A	P13631
1FD3	A	O15263
1FD3	B	O15263
1FD3	C	O15263
1FD3	D	O15263
1FD4	A	O15263
1FD4	B	O15263
1FD4	C	O15263
1FD4	D	O15263
1FD4	E	O15263
1FD4	F	O15263
1FD4	G	O15263
1FD4	H	O15263
1FD4	I	O15263
1FD4	J	O15263
1FD4	K	O15263
1FD4	L	O15263
1FD4	M	O15263
1FD4	N	O15263
1FD4	O	O15263
1FD4	P	O15263
1FDH	A	P69905
1FDH	B	P69905
1FDH	G	P69892
1FDH	H	P69892
1FDP	A	P00746
1FDP	B	P00746
1FDP	C	P00746
1FDP	D	P00746
1FDQ	A	O15540
1FDQ	B	O15540
1FDS	A	P14061
1FDT	A	P14061
1FDU	A	P14061
1FDU	B	P14061
1FDU	C	P14061
1FDU	D	P14061
1FDV	A	P14061
1FDV	B	P14061
1FDV	C	P14061
1FDV	D	P14061
1FDW	A	P14061
1FE0	A	O00244
1FE0	B	O00244
1FE3	A	O15540
1FE4	A	O00244
1FE4	B	O00244
1FE8	A	P04275
1FE8	B	P04275
1FE8	C	P04275
1FEE	A	O00244
1FEE	B	O00244
1FEW	A	Q9NR28
1FEX	A	Q9NYB0
1FF1	A	P42566
1FF7	A	P08709
1FFM	A	P08709
1FG9	A	P01579
1FG9	B	P01579
1FG9	C	P15260
1FG9	D	P15260
1FG9	E	P15260
1FGA	A	P09038
1FGD	A	P07204
1FGE	A	P07204
1FGG	A	O94766
1FGG	B	O94766
1FGI	A	P11362
1FGI	B	P11362
1FGK	A	P11362
1FGK	B	P11362
1FGL	A	P62937
1FGU	A	P27694
1FGU	B	P27694
1FH0	A	O60911
1FH0	B	O60911
1FH2	A	P02766
1FH2	B	P02766
1FHA	A	P02794
1FHI	A	P49789
1FHN	A	P02766
1FHN	B	P02766
1FHS	A	P62993
1FHT	A	P09012
1FIB	A	P02679
1FIC	A	P02679
1FIC	B	P02679
1FID	A	P02679
1FIE	A	P00488
1FIE	B	P00488
1FIK	A	P07737
1FIL	A	P07737
1FIN	A	P24941
1FIN	B	P20248
1FIN	C	P24941
1FIN	D	P20248
1FIT	A	P49789
1FJ2	A	O75608
1FJ2	B	O75608
1FJD	A	Q9Y237
1FJS	A	P00742
1FJS	L	P00742
1FKB	A	P62942
1FKC	A	P04156
1FKD	A	P62942
1FKF	A	P62942
1FKG	A	P62942
1FKH	A	P62942
1FKI	A	P62942
1FKI	B	P62942
1FKJ	A	P62942
1FKN	A	P56817
1FKN	B	P56817
1FKR	A	P62942
1FKS	A	P62942
1FKT	A	P62942
1FL0	A	Q12904
1FLE	I	P19957
1FLH	A	P0DJD7
1FLI	A	Q01543
1FLK	A	Q13114
1FLK	B	Q13114
1FLL	A	Q13114
1FLL	B	Q13114
1FLL	X	P25942
1FLL	Y	P25942
1FLS	A	P45452
1FLT	V	P15692
1FLT	W	P15692
1FLT	X	P17948
1FLT	Y	P17948
1FM1	A	P45452
1FM5	A	Q07108
1FM6	A	P19793
1FM6	B	Q15788
1FM6	D	P37231
1FM6	E	Q15788
1FM6	U	P19793
1FM6	V	Q15788
1FM6	X	P37231
1FM6	Y	Q15788
1FM9	A	P19793
1FM9	B	Q15788
1FM9	D	P37231
1FM9	E	Q15788
1FMI	A	Q9UKM7
1FMK	A	P12931
1FN3	A	P69905
1FN3	B	P68871
1FN3	C	P69905
1FN3	D	P68871
1FN7	A	O15527
1FNA	A	P02751
1FNF	A	P02751
1FNH	A	P02751
1FNL	A	O75015
1FNS	A	P04275
1FO1	A	Q9UBU9
1FO1	B	Q9UBU9
1FO2	A	Q9UKM7
1FO3	A	Q9UKM7
1FO7	A	P04156
1FOE	B	P63000
1FOE	D	P63000
1FOE	F	P63000
1FOE	H	P63000
1FOS	E	P01100
1FOS	F	P05412
1FOS	G	P01100
1FOS	H	P05412
1FP0	A	Q13263
1FP5	A	P01854
1FPC	H	P00734
1FPC	L	P00734
1FPH	F	P02671
1FPH	H	P00734
1FPH	L	P00734
1FPR	A	P29350
1FPZ	A	Q16667
1FPZ	B	Q16667
1FPZ	C	Q16667
1FPZ	D	Q16667
1FPZ	E	Q16667
1FPZ	F	Q16667
1FQ1	A	Q16667
1FQ1	B	P24941
1FQ3	A	P10144
1FQ3	B	P10144
1FQ9	A	P09038
1FQ9	B	P09038
1FQ9	C	P11362
1FQ9	D	P11362
1FQE	A	P02787
1FQF	A	P02787
1FQL	A	P00918
1FQM	A	P00918
1FQN	A	P00918
1FQQ	A	O15263
1FQR	A	P00918
1FQV	A	Q13309
1FQV	B	P63208
1FQV	C	Q13309
1FQV	D	P63208
1FQV	E	Q13309
1FQV	F	P63208
1FQV	G	Q13309
1FQV	H	P63208
1FQV	I	Q13309
1FQV	J	P63208
1FQV	K	Q13309
1FQV	L	P63208
1FQV	M	Q13309
1FQV	N	P63208
1FQV	O	Q13309
1FQV	P	P63208
1FQY	A	P29972
1FR4	A	P00918
1FR7	A	P00918
