modelid	unp
ENSP00000258418_1	Q9Y376
ENSP00000373296_1	Q9Y215
ENSP00000246229_1	Q9UPG8
ENSP00000392917_3	O95866
ENSP00000377816_3	Q9H3U1
ENSP00000227471_1	Q9H1C4
ENSP00000357507_1	Q9BWL3
ENSP00000281437_1	Q9UMQ3
ENSP00000345893_1	Q9UDY2
ENSP00000251472_1	Q9Y2H9
ENSP00000271663_3	Q99755
ENSP00000332576_3	Q969R2
ENSP00000376213_3	Q9H0B3
ENSP00000303316_3	Q9H5I5
ENSP00000362435_1	Q8NCS4
ENSP00000305926_1	Q8TE49
ENSP00000325717_4	Q8TBB5
ENSP00000396823_1	O95866
ENSP00000414350_1	Q8N307
ENSP00000368697_1	Q8IX04
ENSP00000251377_1	Q8N149
ENSP00000408295_2	P40937
ENSP00000452697_1	P67812
ENSP00000462468_5	P07947
ENSP00000366950_3	Q9BYQ4
ENSP00000391504_1	Q0VFZ6
ENSP00000340347_3	P36402
ENSP00000307640_2	A6NLP5
ENSP00000393260_1	P17097
ENSP00000457715_5	P0CJ78
ENSP00000371336_2	P48788
ENSP00000356107_5	O14966
ENSP00000359531_4	Q00403
ENSP00000350346_1	P15529
ENSP00000358815_1	A8MQ27
ENSP00000409080_2	P19256
ENSP00000280772_5	Q12955
ENSP00000440407_1	Q13887
ENSP00000229471_5	P06241
ENSP00000378349_1	Q14257
ENSP00000274376_5	P20936
ENSP00000396823_2	O95866
ENSP00000392045_1	P00750
ENSP00000372547_1	Q05066
ENSP00000200676_1	P11597
ENSP00000373860_3	A6ND91
ENSP00000313776_3	Q30201
ENSP00000279907_1	A0JNW5
ENSP00000355837_3	A6NHC0
ENSP00000386393_4	Q2M218
ENSP00000396823_3	O95866
ENSP00000310491_5	Q07960
ENSP00000303276_1	P10153
ENSP00000270586_5	P28072
ENSP00000396095_1	P04440
ENSP00000434368_1	B9A064
ENSP00000283635_1	P01732
ENSP00000396095_2	P04440
ENSP00000396095_3	P04440
ENSP00000353717_2	A2RUR9
ENSP00000310515_1	P04553
ENSP00000265148_5	Q02224
ENSP00000375829_2	O00515
ENSP00000396823_4	O95866
ENSP00000305790_3	Q15393
ENSP00000440445_2	Q504Y0
ENSP00000310593_2	Q49MG5
ENSP00000430711_3	P34981
ENSP00000395801_1	O95866
ENSP00000434974_1	Q15771
ENSP00000466718_1	Q3MHD2
ENSP00000371786_3	O60422
ENSP00000300413_4	P62314
ENSP00000356047_2	O60825
ENSP00000262418_1	P02730
ENSP00000291294_2	P43119
ENSP00000401335_1	A8MZG2
ENSP00000401595_1	P30281
ENSP00000374482_2	Q86SM8
ENSP00000362442_1	Q5TG30
ENSP00000328326_1	Q5GH76
ENSP00000419542_5	Q6ZSA7
ENSP00000334246_3	Q86W10
ENSP00000332265_4	O75179
ENSP00000395801_2	O95866
ENSP00000369115_2	Q16875
ENSP00000367755_5	Q7Z624
ENSP00000467482_4	Q8IU68
ENSP00000469836_1	Q567V2
ENSP00000319651_2	Q5VZB9
ENSP00000316589_5	Q6VN20
ENSP00000373420_4	Q8WXA3
ENSP00000378464_1	Q8WVH0
ENSP00000399286_3	Q5JTW2
ENSP00000306651_5	Q6IEV9
ENSP00000160373_1	Q8WZ74
ENSP00000331857_5	Q7RTR0
ENSP00000374064_4	Q92932
ENSP00000339302_5	O43497
ENSP00000374302_2	Q6DHV7
ENSP00000328277_1	Q76KP1
ENSP00000348025_1	Q9UBN4
ENSP00000387369_1	Q5T197
ENSP00000306524_5	Q6NSJ5
ENSP00000260197_4	Q92673
ENSP00000294484_3	Q9P2K9
ENSP00000414824_1	O95866
ENSP00000368818_2	Q6ZVM7
ENSP00000261491_5	Q86XP1
ENSP00000299001_5	Q7Z3Z4
ENSP00000365198_1	Q674X7
ENSP00000221504_3	Q9NXH9
ENSP00000254853_3	Q9NWF4
ENSP00000360113_5	Q5VU97
ENSP00000262432_5	Q6P1Q9
ENSP00000368472_5	Q5T7B8
ENSP00000414824_2	O95866
ENSP00000452493_3	Q86UP0
ENSP00000275191_2	Q9P1P5
ENSP00000373411_1	Q9NYS0
ENSP00000333735_1	Q9NZP6
ENSP00000346981_1	Q6UWW9
ENSP00000412784_1	Q6ZN54
ENSP00000355637_3	Q9NRK6
ENSP00000429276_3	Q9NSN8
ENSP00000340693_2	Q9NUY8
ENSP00000353871_1	Q8IVL1
ENSP00000345175_4	Q6PEZ8
ENSP00000362372_5	Q6RI45
ENSP00000357025_3	P09326
ENSP00000432029_1	E9PIF3
ENSP00000328596_2	O95475
ENSP00000368766_4	P25100
ENSP00000294954_4	P22888
ENSP00000415732_1	O95867
ENSP00000298910_5	Q5S007
ENSP00000369461_1	O75521
ENSP00000253458_1	Q14687
ENSP00000363330_1	P31358
ENSP00000368169_5	O14640
ENSP00000343505_1	O75888
ENSP00000395535_3	P51608
ENSP00000415732_2	O95867
ENSP00000268989_3	O43147
ENSP00000420939_1	P49908
ENSP00000466285_2	P59045
ENSP00000381581_3	P13796
ENSP00000455840_4	O95180
ENSP00000415732_3	O95867
ENSP00000451818_1	P61011
ENSP00000332215_2	Q16557
ENSP00000443472_1	O94818
ENSP00000264811_3	Q13507
ENSP00000378759_2	Q13239
ENSP00000222902_3	O00175
ENSP00000415732_4	O95867
ENSP00000397576_1	O95868
ENSP00000352789_1	P52798
ENSP00000356231_1	P47224
ENSP00000456548_1	P0C7U0
ENSP00000349503_4	O43829
ENSP00000256951_1	P54849
ENSP00000347452_6	O15259
ENSP00000054650_2	Q8WTV1
ENSP00000461697_1	Q8N695
ENSP00000316786_4	P80365
ENSP00000311825_2	P56545
ENSP00000397576_2	O95868
ENSP00000316578_1	Q15022
ENSP00000266771_1	Q8N697
ENSP00000334329_3	Q8IZJ1
ENSP00000436424_1	Q8NGI6
ENSP00000362748_3	Q8NFU7
ENSP00000329210_1	Q8NGZ9
ENSP00000340474_1	Q8N9H8
ENSP00000392651_1	O95868
ENSP00000355155_5	Q8TCU5
ENSP00000271227_2	Q8N4M1
ENSP00000426193_1	Q8NB50
ENSP00000404503_1	Q96PG8
ENSP00000417451_5	Q8N7X1
ENSP00000377022_1	Q8NHY0
ENSP00000202556_4	Q96KQ4
ENSP00000239449_1	Q9Y5E9
ENSP00000449955_1	Q96HH6
ENSP00000305027_1	Q9Y4B5
ENSP00000392651_2	O95868
ENSP00000363084_1	Q96M20
ENSP00000394627_4	Q96N77
ENSP00000378677_3	Q96J87
ENSP00000262395_4	Q9BUZ4
ENSP00000282878_3	Q96E17
ENSP00000306822_4	Q9NQS1
ENSP00000313382_5	Q8IYB5
ENSP00000337513_1	Q9HD15
ENSP00000316482_1	Q9BQ13
ENSP00000278742_1	Q9Y5Y6
ENSP00000449579_1	O95870
ENSP00000354697_1	Q9NPF5
ENSP00000359778_4	Q9HBW9
ENSP00000278780_2	Q9BRP0
ENSP00000295131_4	Q8NEG5
ENSP00000357693_1	Q96FQ6
ENSP00000376388_1	Q96AX2
ENSP00000276616_4	Q96QS6
ENSP00000293771_4	Q96CK0
ENSP00000322524_2	Q9H773
ENSP00000378319_2	Q9BT76
ENSP00000449579_2	O95870
ENSP00000358755_2	Q9BZP6
ENSP00000256785_4	Q9BXR6
ENSP00000430241_4	Q9HAK2
ENSP00000449579_3	O95870
ENSP00000304419_4	Q9GZK3
ENSP00000447942_1	Q99471
ENSP00000321617_1	Q9H8Y5
ENSP00000370508_4	Q9H2K0
ENSP00000449579_4	O95870
ENSP00000357779_2	Q9UGL9
ENSP00000362931_4	Q96SB4
ENSP00000361769_2	Q9UJD0
ENSP00000246229_2	Q9UPG8
ENSP00000198536_2	Q9UKJ1
ENSP00000449579_5	O95870
ENSP00000275884_2	Q9ULE3
ENSP00000451261_1	Q9Y385
ENSP00000319883_2	Q9UHX3
ENSP00000373296_2	Q9Y215
ENSP00000357507_2	Q9BWL3
ENSP00000281437_2	Q9UMQ3
ENSP00000261811_1	Q9H1C7
ENSP00000377816_4	Q9H3U1
ENSP00000365071_1	O95872
ENSP00000271663_4	Q99755
ENSP00000332576_4	Q969R2
ENSP00000251472_2	Q9Y2H9
ENSP00000345893_2	Q9UDY2
ENSP00000376213_4	Q9H0B3
ENSP00000303316_4	Q9H5I5
ENSP00000268042_1	Q8NCT1
ENSP00000262530_1	Q8TBB5
ENSP00000305926_2	Q8TE49
ENSP00000414350_2	Q8N307
ENSP00000368697_2	Q8IX04
ENSP00000251377_2	Q8N149
ENSP00000452697_2	P67812
ENSP00000408295_3	P40937
ENSP00000462468_6	P07947
ENSP00000340347_4	P36402
ENSP00000458594_1	Q9BYQ4
ENSP00000307640_3	A6NLP5
ENSP00000458594_2	Q9BYQ4
ENSP00000457715_6	P0CJ78
ENSP00000391504_2	Q0VFZ6
ENSP00000242786_1	P48960
ENSP00000458594_3	Q9BYQ4
ENSP00000393260_2	P17097
ENSP00000416613_1	O14966
ENSP00000309336_1	Q00444
ENSP00000328270_1	Q9BYQ5
ENSP00000356009_1	P15529
ENSP00000409080_3	P19256
ENSP00000440407_2	Q13887
ENSP00000358815_2	A8MQ27
ENSP00000229471_6	P06241
ENSP00000378349_2	Q14257
ENSP00000274376_6	P20936
ENSP00000392045_4	P00750
ENSP00000280772_6	Q12955
ENSP00000372547_2	Q05066
ENSP00000369106_1	P11597
ENSP00000373860_4	A6ND91
ENSP00000337819_1	Q30201
ENSP00000386393_5	Q2M218
ENSP00000355837_4	A6NHC0
ENSP00000310491_6	Q07960
ENSP00000279907_2	A0JNW5
ENSP00000403438_1	B9EJG8
ENSP00000356413_1	P10155
ENSP00000310515_2	P04553
ENSP00000283635_2	P01732
ENSP00000243167_1	O00519
ENSP00000353717_3	A2RUR9
ENSP00000265148_6	Q02224
ENSP00000294964_1	Q504Y2
ENSP00000380982_1	Q15397
ENSP00000310593_3	Q49MG5
ENSP00000327585_1	P34982
ENSP00000311684_1	Q15772
ENSP00000365962_1	Q3MII6
ENSP00000371786_4	O60422
ENSP00000291294_3	P43119
ENSP00000426212_1	P30281
ENSP00000401335_2	A8MZG2
ENSP00000356047_3	O60825
ENSP00000374482_3	Q86SM8
ENSP00000419542_6	Q6ZSA7
ENSP00000342374_1	P62316
ENSP00000362442_2	Q5TG30
ENSP00000262418_2	P02730
ENSP00000328326_2	Q5GH76
ENSP00000334246_4	Q86W10
ENSP00000332265_5	O75179
ENSP00000334962_1	Q8IU80
ENSP00000367755_6	Q7Z624
ENSP00000369115_3	Q16875
ENSP00000365208_1	Q5VZE5
ENSP00000469836_2	Q567V2
ENSP00000392808_1	Q6VN20
ENSP00000373420_5	Q8WXA3
ENSP00000378464_2	Q8WVH0
ENSP00000399286_4	Q5JTW2
ENSP00000394282_1	Q6IEY1
ENSP00000331857_6	Q7RTR0
ENSP00000160373_2	Q8WZ74
ENSP00000374067_1	Q92932
ENSP00000374302_3	Q6DHV7
ENSP00000387369_2	Q5T197
ENSP00000328277_2	Q76KP1
ENSP00000242819_1	Q6NSX1
ENSP00000355325_1	P28074
ENSP00000294484_4	Q9P2K9
ENSP00000348025_2	Q9UBN4
ENSP00000463313_1	Q6ZVM7
ENSP00000260197_5	Q92673
ENSP00000337572_1	Q86XP1
ENSP00000413838_1	Q7Z3Z4
ENSP00000365198_2	Q674X7
ENSP00000221504_4	Q9NXH9
ENSP00000374552_1	Q9NWF9
ENSP00000418402_1	Q6P1Q9
ENSP00000360113_6	Q5VU97
ENSP00000368472_6	Q5T7B8
ENSP00000356908_1	Q9P1P5
ENSP00000452493_4	Q86UP0
ENSP00000347078_1	O43497
ENSP00000346981_2	Q6UWW9
ENSP00000333735_2	Q9NZP6
ENSP00000373411_2	Q9NYS0
ENSP00000458019_1	Q6ZN54
ENSP00000429276_4	Q9NSN8
ENSP00000355637_4	Q9NRK6
ENSP00000340693_3	Q9NUY8
ENSP00000345175_5	Q6PEZ8
ENSP00000353871_2	Q8IVL1
ENSP00000328596_3	O95475
ENSP00000432029_2	E9PIF3
ENSP00000248444_1	P09327
ENSP00000368766_5	P25100
ENSP00000362372_6	Q6RI45
ENSP00000294954_5	P22888
ENSP00000371790_1	P31371
ENSP00000005340_1	O14641
ENSP00000369461_2	O75521
ENSP00000298910_6	Q5S007
ENSP00000395535_4	P51608
ENSP00000253458_2	Q14687
ENSP00000268989_4	O43147
ENSP00000343505_2	O75888
ENSP00000381581_4	P13796
ENSP00000466285_3	P59045
ENSP00000366542_1	P49910
ENSP00000332215_3	Q16557
ENSP00000264811_4	Q13507
ENSP00000465450_1	O94818
ENSP00000378759_3	Q13239
ENSP00000455840_5	O95180
ENSP00000216044_1	O00178
ENSP00000349503_5	O43829
ENSP00000451818_2	P61011
ENSP00000246891_1	P47710
ENSP00000347452_7	O15259
ENSP00000352789_2	P52798
ENSP00000054650_3	Q8WTV1
ENSP00000379595_1	P54849
ENSP00000456548_2	P0C7U0
ENSP00000316786_5	P80365
ENSP00000311825_3	P56545
ENSP00000316578_2	Q15022
ENSP00000362288_1	Q8IZJ1
ENSP00000362748_4	Q8NFU7
ENSP00000266771_2	Q8N697
ENSP00000436424_2	Q8NGI6
ENSP00000389143_1	Q8N4M1
ENSP00000329210_2	Q8NGZ9
ENSP00000404503_2	Q96PG8
ENSP00000426193_2	Q8NB50
ENSP00000361009_1	Q8TCU6
ENSP00000377022_2	Q8NHY0
ENSP00000417451_6	Q8N7X1
ENSP00000340474_2	Q8N9H8
ENSP00000327197_1	Q96HI0
ENSP00000202556_5	Q96KQ4
ENSP00000437832_1	Q96N77
ENSP00000363084_2	Q96M20
ENSP00000378677_4	Q96J87
ENSP00000040663_1	Q9BV20
ENSP00000306822_5	Q9NQS1
ENSP00000359484_1	Q8IYB5
ENSP00000357480_1	Q96E22
ENSP00000337513_2	Q9HD15
ENSP00000316482_2	Q9BQ13
ENSP00000359778_5	Q9HBW9
ENSP00000239449_2	Q9Y5E9
ENSP00000278780_3	Q9BRP0
ENSP00000354697_2	Q9NPF5
ENSP00000391524_1	Q8NEG7
ENSP00000278742_2	Q9Y5Y6
ENSP00000357693_2	Q96FQ6
ENSP00000293771_5	Q96CK0
ENSP00000276616_5	Q96QS6
ENSP00000264389_1	Q9BT78
ENSP00000269466_1	Q9H777
ENSP00000376388_2	Q96AX2
ENSP00000305027_2	Q9Y4B5
ENSP00000391132_1	Q9BZP6
ENSP00000256785_5	Q9BXR6
ENSP00000430241_5	Q9HAK2
ENSP00000304419_5	Q9GZK3
ENSP00000447942_2	Q99471
ENSP00000357779_3	Q9UGL9
ENSP00000360689_1	Q9H2K2
ENSP00000321617_2	Q9H8Y5
ENSP00000362931_5	Q96SB4
ENSP00000356621_1	Q9UJF2
ENSP00000198536_3	Q9UKJ1
ENSP00000246229_3	Q9UPG8
ENSP00000419464_1	Q9ULE3
ENSP00000451261_2	Q9Y385
ENSP00000281437_3	Q9UMQ3
ENSP00000319883_3	Q9UHX3
ENSP00000196489_1	Q9BWM5
ENSP00000261811_2	Q9H1C7
ENSP00000373298_1	Q9Y215
ENSP00000357883_1	Q99755
ENSP00000332576_5	Q969R2
ENSP00000345893_3	Q9UDY2
ENSP00000377816_5	Q9H3U1
ENSP00000251472_3	Q9Y2H9
ENSP00000376213_5	Q9H0B3
ENSP00000305926_3	Q8TE49
ENSP00000268042_2	Q8NCT1
ENSP00000344233_1	Q8N309
ENSP00000262530_2	Q8TBB5
ENSP00000368697_3	Q8IX04
ENSP00000303316_5	Q9H5I5
ENSP00000452684_1	P67812
ENSP00000251377_3	Q8N149
ENSP00000369411_1	P40938
ENSP00000462468_7	P07947
ENSP00000367822_1	P36402
ENSP00000307640_4	A6NLP5
ENSP00000393260_3	P17097
ENSP00000456894_1	P0CJ92
ENSP00000416613_2	O14966
ENSP00000309336_2	Q00444
ENSP00000391504_3	Q0VFZ6
ENSP00000294728_1	P19320
ENSP00000356014_1	P15529
ENSP00000440407_3	Q13887
ENSP00000328270_2	Q9BYQ5
ENSP00000358815_3	A8MQ27
ENSP00000242786_2	P48960
ENSP00000346671_1	P06241
ENSP00000378349_3	Q14257
ENSP00000274376_7	P20936
ENSP00000365071_2	O95872
ENSP00000372547_3	Q05066
ENSP00000373860_5	A6ND91
ENSP00000337819_2	Q30201
ENSP00000393163_1	Q2M218
ENSP00000215770_1	A6NHG4
ENSP00000225371_1	P11678
ENSP00000280772_7	Q12955
ENSP00000310491_7	Q07960
ENSP00000321631_1	P01732
ENSP00000355797_1	B9ZVM9
ENSP00000279907_3	A0JNW5
ENSP00000344668_1	O00522
ENSP00000356413_2	P10155
ENSP00000294964_2	Q504Y2
ENSP00000269571_1	P04626
ENSP00000265148_7	Q02224
ENSP00000353717_4	A2RUR9
ENSP00000380982_2	Q15397
ENSP00000310593_4	Q49MG5
ENSP00000327585_2	P34982
ENSP00000371786_5	O60422
ENSP00000264036_1	P43121
ENSP00000365962_2	Q3MII6
ENSP00000311684_2	Q15772
ENSP00000299613_1	P30291
ENSP00000401335_3	A8MZG2
ENSP00000365401_1	O60826
ENSP00000374390_1	Q86SP6
ENSP00000419542_7	Q6ZSA7
ENSP00000362442_3	Q5TG30
ENSP00000465952_1	P62316
ENSP00000331704_1	Q5GH77
ENSP00000262418_3	P02730
ENSP00000334246_5	Q86W10
ENSP00000367755_7	Q7Z624
ENSP00000340887_1	Q569G3
ENSP00000332265_6	O75179
ENSP00000443319_1	Q16875
ENSP00000392808_2	Q6VN20
ENSP00000380726_1	Q5VZF2
ENSP00000373420_6	Q8WXA3
ENSP00000399286_5	Q5JTW2
ENSP00000280295_1	Q8WVI7
ENSP00000160373_3	Q8WZ74
ENSP00000382862_1	P00751
ENSP00000334962_2	Q8IU80
ENSP00000331857_7	Q7RTR0
ENSP00000394282_2	Q6IEY1
ENSP00000387369_3	Q5T197
ENSP00000374302_4	Q6DHV7
ENSP00000374067_2	Q92932
ENSP00000327538_1	Q76KX8
ENSP00000281405_1	Q9P2L0
ENSP00000242819_2	Q6NSX1
ENSP00000348025_3	Q9UBN4
ENSP00000463313_2	Q6ZVM7
ENSP00000355325_2	P28074
ENSP00000260197_6	Q92673
ENSP00000337572_2	Q86XP1
ENSP00000365198_3	Q674X7
ENSP00000382862_2	P00751
ENSP00000413838_2	Q7Z3Z4
ENSP00000221504_5	Q9NXH9
ENSP00000418402_2	Q6P1Q9
ENSP00000360113_7	Q5VU97
ENSP00000368472_7	Q5T7B8
ENSP00000356908_2	Q9P1P5
ENSP00000374552_2	Q9NWF9
ENSP00000342118_1	Q6UWX4
ENSP00000373411_3	Q9NYS0
ENSP00000452493_5	Q86UP0
ENSP00000458019_2	Q6ZN54
ENSP00000384743_1	Q9NSP4
ENSP00000333735_3	Q9NZP6
ENSP00000355637_5	Q9NRK6
ENSP00000345175_6	Q6PEZ8
ENSP00000340693_4	Q9NUY8
ENSP00000460683_1	O95476
ENSP00000431871_1	E9PJ23
ENSP00000353871_3	Q8IVL1
ENSP00000414889_1	P00751
ENSP00000368766_6	P25100
ENSP00000248444_2	P09327
ENSP00000362372_7	Q6RI45
ENSP00000294954_6	P22888
ENSP00000348108_1	O75525
ENSP00000005340_2	O14641
ENSP00000395535_5	P51608
ENSP00000255008_1	P31391
ENSP00000253458_3	Q14687
ENSP00000343505_3	O75888
ENSP00000381581_5	P13796
ENSP00000268989_5	O43147
ENSP00000264811_5	Q13507
ENSP00000295839_1	Q5SGD2
ENSP00000427940_1	Q16558
ENSP00000466285_4	P59045
ENSP00000366542_2	P49910
ENSP00000321544_1	O94819
ENSP00000378759_4	Q13239
ENSP00000455840_6	O95180
ENSP00000216044_2	O00178
ENSP00000349503_6	O43829
ENSP00000347078_2	O43497
ENSP00000451818_3	P61011
ENSP00000352789_3	P52798
ENSP00000414889_2	P00751
ENSP00000376953_1	O15259
ENSP00000341045_1	P54855
ENSP00000311537_1	Q8WTV1
ENSP00000246891_2	P47710
ENSP00000456548_3	P0C7U0
ENSP00000331081_1	P80370
ENSP00000362288_2	Q8IZJ1
ENSP00000265564_1	Q15024
ENSP00000338615_1	P56545
ENSP00000362748_5	Q8NFU7
ENSP00000266771_3	Q8N697
ENSP00000389143_2	Q8N4M1
ENSP00000436424_3	Q8NGI6
ENSP00000329210_3	Q8NGZ9
ENSP00000454143_1	Q96PH1
ENSP00000377022_3	Q8NHY0
ENSP00000373583_1	Q8N7X2
ENSP00000202556_6	Q96KQ4
ENSP00000340474_3	Q8N9H8
ENSP00000426193_3	Q8NB50
ENSP00000414889_3	P00751
ENSP00000437832_2	Q96N77
ENSP00000378677_5	Q96J87
ENSP00000363084_3	Q96M20
ENSP00000312381_1	Q8TCV5
ENSP00000321514_1	Q9NQS3
ENSP00000327197_2	Q96HI0
ENSP00000273009_1	Q8IYB7
ENSP00000337513_3	Q9HD15
ENSP00000316482_3	Q9BQ13
ENSP00000357480_2	Q96E22
ENSP00000359778_6	Q9HBW9
ENSP00000040663_2	Q9BV20
ENSP00000239449_3	Q9Y5E9
ENSP00000278780_4	Q9BRP0
ENSP00000354697_3	Q9NPF5
ENSP00000391524_2	Q8NEG7
ENSP00000272190_1	P00797
ENSP00000357693_3	Q96FQ6
ENSP00000278742_3	Q9Y5Y6
ENSP00000298317_1	Q96CM3
ENSP00000320239_1	Q96QT4
ENSP00000376389_1	Q96AX2
ENSP00000269466_2	Q9H777
ENSP00000264389_2	Q9BT78
ENSP00000305027_3	Q9Y4B5
ENSP00000256785_6	Q9BXR6
ENSP00000391132_2	Q9BZP6
ENSP00000430241_6	Q9HAK2
ENSP00000357779_4	Q9UGL9
ENSP00000363400_1	Q99487
ENSP00000304419_6	Q9GZK3
ENSP00000321617_3	Q9H8Y5
ENSP00000391069_1	Q96SB4
ENSP00000198536_4	Q9UKJ1
ENSP00000246229_4	Q9UPG8
ENSP00000360689_2	Q9H2K2
ENSP00000356621_2	Q9UJF2
ENSP00000419464_2	Q9ULE3
ENSP00000451261_3	Q9Y385
ENSP00000319883_4	Q9UHX3
ENSP00000261811_3	Q9H1C7
ENSP00000381758_1	Q9UMQ6
ENSP00000332576_6	Q969R2
ENSP00000373298_2	Q9Y215
ENSP00000196489_2	Q9BWM5
ENSP00000357883_2	Q99755
ENSP00000345893_4	Q9UDY2
ENSP00000376213_6	Q9H0B3
ENSP00000407487_1	Q9H3U1
ENSP00000400749_1	Q8NCT3
ENSP00000305926_4	Q8TE49
ENSP00000262530_3	Q8TBB5
ENSP00000251472_4	Q9Y2H9
ENSP00000344233_2	Q8N309
ENSP00000379500_1	Q8IX04
ENSP00000400188_1	P67870
ENSP00000322478_1	Q8N157
ENSP00000307640_5	A6NLP5
ENSP00000421377_1	Q9H5I5
ENSP00000367822_2	P36402
ENSP00000393260_4	P17097
ENSP00000428924_1	P07948
ENSP00000309336_3	Q00444
ENSP00000369411_2	P40938
ENSP00000416613_3	O14966
ENSP00000391504_4	Q0VFZ6
ENSP00000440407_4	Q13887
ENSP00000456894_2	P0CJ92
ENSP00000356014_2	P15529
ENSP00000328270_3	Q9BYQ5
ENSP00000358815_4	A8MQ27
ENSP00000378349_4	Q14257
ENSP00000346671_2	P06241
ENSP00000242786_3	P48960
ENSP00000294728_2	P19320
ENSP00000274376_8	P20936
ENSP00000265577_1	Q05084
ENSP00000361185_1	A6NDA9
ENSP00000393163_2	Q2M218
ENSP00000337819_3	Q30201
ENSP00000401706_1	A6NHG9
ENSP00000310491_8	Q07960
ENSP00000225371_2	P11678
ENSP00000321631_2	P01732
ENSP00000355797_2	B9ZVM9
ENSP00000280772_8	Q12955
ENSP00000300933_1	P67936
ENSP00000294964_3	Q504Y2
ENSP00000356414_1	P10155
ENSP00000344668_2	O00522
ENSP00000279907_4	A0JNW5
ENSP00000380982_3	Q15397
ENSP00000353717_5	A2RUR9
ENSP00000365071_3	O95872
ENSP00000341159_1	Q49MI3
ENSP00000327585_3	P34982
ENSP00000371786_6	O60422
ENSP00000365962_3	Q3MII6
ENSP00000269571_2	P04626
ENSP00000311684_3	Q15772
ENSP00000264036_2	P43121
ENSP00000309762_1	A8TX70
ENSP00000299613_2	P30291
ENSP00000365401_2	O60826
ENSP00000419542_8	Q6ZSA7
ENSP00000374390_2	Q86SP6
ENSP00000362442_4	Q5TG30
ENSP00000328016_1	Q5GJ75
ENSP00000385124_1	Q7Z624
ENSP00000329738_1	Q86W11
ENSP00000262418_4	P02730
ENSP00000215829_1	P62318
ENSP00000443319_2	Q16875
ENSP00000340887_2	Q569G3
ENSP00000265148_8	Q02224
ENSP00000392808_3	Q6VN20
ENSP00000373420_7	Q8WXA3
ENSP00000411284_1	Q5JTW2
ENSP00000334962_3	Q8IU80
ENSP00000332265_7	O75179
ENSP00000160373_4	Q8WZ74
ENSP00000387369_4	Q5T197
ENSP00000380726_2	Q5VZF2
ENSP00000394282_3	Q6IEY1
ENSP00000386359_1	Q8WVI7
ENSP00000331857_8	Q7RTR0
ENSP00000374302_5	Q6DHV7
ENSP00000374067_3	Q92932
ENSP00000327538_2	Q76KX8
ENSP00000438621_1	Q6ZVM7
ENSP00000351264_1	Q9UBN4
ENSP00000377708_1	Q6NSZ9
ENSP00000281405_2	Q9P2L0
ENSP00000395206_1	P28074
ENSP00000221504_6	Q9NXH9
ENSP00000337572_3	Q86XP1
ENSP00000365198_4	Q674X7
ENSP00000260197_7	Q92673
ENSP00000413838_3	Q7Z3Z4
ENSP00000418402_3	Q6P1Q9
ENSP00000360113_8	Q5VU97
ENSP00000356908_3	Q9P1P5
ENSP00000374552_3	Q9NWF9
ENSP00000368472_8	Q5T7B8
ENSP00000373411_4	Q9NYS0
ENSP00000458019_3	Q6ZN54
ENSP00000342118_2	Q6UWX4
ENSP00000442553_1	Q6PEZ8
ENSP00000216180_1	Q9NST1
ENSP00000378719_1	Q86UP2
ENSP00000333735_4	Q9NZP6
ENSP00000351555_1	Q9NRL2
ENSP00000340693_5	Q9NUY8
ENSP00000431871_2	E9PJ23
ENSP00000353871_4	Q8IVL1
ENSP00000460683_2	O95476
ENSP00000368766_7	P25100
ENSP00000248444_3	P09327
ENSP00000294954_7	P22888
ENSP00000362372_8	Q6RI45
ENSP00000348108_2	O75525
ENSP00000309555_1	P51610
ENSP00000314455_1	O75888
ENSP00000253458_4	Q14687
ENSP00000005340_3	O14641
ENSP00000255008_2	P31391
ENSP00000381581_6	P13796
ENSP00000415107_1	O43147
ENSP00000264811_6	Q13507
ENSP00000334547_1	Q16559
ENSP00000366542_3	P49910
ENSP00000378759_5	Q13239
ENSP00000466285_5	P59045
ENSP00000349503_7	O43829
ENSP00000321544_2	O94819
ENSP00000295839_2	Q5SGD2
ENSP00000455840_7	O95180
ENSP00000216044_3	O00178
ENSP00000451818_4	P61011
ENSP00000414378_1	P52798
ENSP00000422611_1	P47710
ENSP00000311537_2	Q8WTV1
ENSP00000376953_2	O15259
ENSP00000341045_2	P54855
ENSP00000456548_4	P0C7U0
ENSP00000362288_3	Q8IZJ1
ENSP00000331081_2	P80370
ENSP00000362748_6	Q8NFU7
ENSP00000338615_2	P56545
ENSP00000356214_1	Q8N699
ENSP00000265564_2	Q15024
ENSP00000432789_1	Q8N4M1
ENSP00000437832_3	Q96N77
ENSP00000202556_7	Q96KQ4
ENSP00000377022_4	Q8NHY0
ENSP00000302199_1	Q8NGI7
ENSP00000355431_1	Q8NH00
ENSP00000378677_6	Q96J87
ENSP00000340474_4	Q8N9H8
ENSP00000368320_1	Q8N7X4
ENSP00000363084_4	Q96M20
ENSP00000426193_4	Q8NB50
ENSP00000454143_2	Q96PH1
ENSP00000312381_2	Q8TCV5
ENSP00000327197_3	Q96HI0
ENSP00000321514_2	Q9NQS3
ENSP00000431155_1	Q9BQ13
ENSP00000357480_3	Q96E22
ENSP00000291503_1	Q9HD20
ENSP00000359778_7	Q9HBW9
ENSP00000278780_5	Q9BRP0
ENSP00000350979_1	O43497
ENSP00000040663_3	Q9BV20
ENSP00000239449_4	Q9Y5E9
