pdbid	transcript	conflicts	perc_conflicts	range_conflicts	perc_range_conflicts	mismatch_conflicts	perc_mistmatch_conflicts
2WNG	ENST00000358771	212	0.69	0	0	212	0.69
2IC4	ENST00000367429	1	0.01	0	0	1	0.01
2IC5	ENST00000306897	1	0.01	0	0	1	0.01
2IC5	ENST00000306897	1	0.01	0	0	1	0.01
2WNS	ENST00000538242	187	0.95	0	0	187	0.95
2WNS	ENST00000232607	3	0.02	0	0	3	0.02
2WNS	ENST00000538242	189	0.95	0	0	189	0.95
2WNP	ENST00000371806	1	0	0	0	1	0
2WNV	ENST00000438241	24	0.18	24	0.18	0	0
2WNV	ENST00000314933	125	0.95	0	0	125	0.95
2WNV	ENST00000438241	24	0.18	24	0.18	0	0
2WNV	ENST00000314933	123	0.95	0	0	123	0.95
2WNU	ENST00000438241	23	0.17	23	0.17	0	0
2WNU	ENST00000314933	126	0.95	0	0	126	0.95
2WNU	ENST00000438241	23	0.17	23	0.17	0	0
2WNU	ENST00000314933	126	0.95	0	0	126	0.95
2WNT	ENST00000526792	270	0.96	65	0.23	205	0.73
2WNT	ENST00000531382	267	0.95	0	0	267	0.95
2WNT	ENST00000374162	270	0.96	65	0.23	205	0.73
2WNT	ENST00000526792	274	0.96	66	0.23	208	0.73
2WNT	ENST00000531382	271	0.95	0	0	271	0.95
2WNT	ENST00000374162	274	0.96	66	0.23	208	0.73
1U8C	ENST00000374907	742	0.8	0	0	742	0.8
1U8C	ENST00000433736	865	0.93	0	0	865	0.93
1U8C	ENST00000559488	5	0.01	0	0	5	0.01
3S5O	ENST00000370647	246	0.83	162	0.55	84	0.28
1U8F	ENST00000229239	315	0.95	0	0	315	0.95
1U8F	ENST00000396861	315	0.95	0	0	315	0.95
1U8F	ENST00000396859	315	0.95	0	0	315	0.95
1U8F	ENST00000229239	315	0.95	0	0	315	0.95
1U8F	ENST00000396861	315	0.95	0	0	315	0.95
1U8F	ENST00000396859	315	0.95	0	0	315	0.95
1U8F	ENST00000229239	315	0.95	0	0	315	0.95
1U8F	ENST00000396861	315	0.95	0	0	315	0.95
1U8F	ENST00000396859	315	0.95	0	0	315	0.95
1U8F	ENST00000229239	315	0.95	0	0	315	0.95
1U8F	ENST00000396861	315	0.95	0	0	315	0.95
1U8F	ENST00000396859	315	0.95	0	0	315	0.95
1U8E	ENST00000360534	1	0	0	0	1	0
1U8E	ENST00000360534	1	0	0	0	1	0
1U81	ENST00000272102	156	0.95	0	0	156	0.95
1U81	ENST00000540651	156	0.95	0	0	156	0.95
1U81	ENST00000541182	156	0.95	0	0	156	0.95
7API	ENST00000489769	76	0.22	76	0.22	0	0
7API	ENST00000402629	27	0.08	23	0.07	4	0.01
7API	ENST00000489769	36	1	36	1	0	0
7API	ENST00000402629	36	1	36	1	0	0
3LTQ	NULL	1	NULL	NULL	NULL	NULL	NULL
1I2T	ENST00000520539	55	0.9	0	0	55	0.9
1I2M	ENST00000373831	369	0.95	0	0	369	0.95
1I2M	ENST00000373831	371	0.95	0	0	371	0.95
1I20	ENST00000261267	1	0.01	0	0	1	0.01
1I22	ENST00000261267	3	0.02	0	0	3	0.02
1I22	ENST00000261267	3	0.02	0	0	3	0.02
1I22	ENST00000261267	3	0.02	0	0	3	0.02
1I22	ENST00000261267	3	0.02	0	0	3	0.02
3VBD	ENST00000285379	127	0.49	1	0	126	0.49
3VBG	ENST00000462284	80	0.95	0	0	80	0.95
3VBG	ENST00000299252	52	0.62	0	0	52	0.62
3VBG	ENST00000360430	78	0.93	0	0	78	0.93
3VBG	ENST00000393413	78	0.93	0	0	78	0.93
3VBG	ENST00000348801	76	0.9	0	0	76	0.9
3VBG	ENST00000356290	52	0.62	0	0	52	0.62
3VBG	ENST00000540827	78	0.93	0	0	78	0.93
3VBG	ENST00000428863	76	0.9	0	0	76	0.9
3VBG	ENST00000393412	78	0.93	0	0	78	0.93
3VBG	ENST00000462284	81	0.95	0	0	81	0.95
3VBG	ENST00000299252	52	0.61	0	0	52	0.61
3VBG	ENST00000360430	78	0.92	0	0	78	0.92
3VBG	ENST00000393413	78	0.92	0	0	78	0.92
3VBG	ENST00000348801	77	0.91	0	0	77	0.91
3VBG	ENST00000356290	52	0.61	0	0	52	0.61
3VBG	ENST00000540827	78	0.92	0	0	78	0.92
3VBG	ENST00000428863	76	0.89	0	0	76	0.89
3VBG	ENST00000393412	78	0.92	0	0	78	0.92
3VBG	ENST00000462284	80	0.95	0	0	80	0.95
3VBG	ENST00000299252	52	0.62	0	0	52	0.62
3VBG	ENST00000360430	78	0.93	0	0	78	0.93
3VBG	ENST00000393413	78	0.93	0	0	78	0.93
3VBG	ENST00000348801	76	0.9	0	0	76	0.9
3VBG	ENST00000356290	52	0.62	0	0	52	0.62
3VBG	ENST00000540827	78	0.93	0	0	78	0.93
3VBG	ENST00000428863	76	0.9	0	0	76	0.9
3VBG	ENST00000393412	78	0.93	0	0	78	0.93
3VBG	ENST00000462284	81	0.95	0	0	81	0.95
3VBG	ENST00000299252	52	0.61	0	0	52	0.61
3VBG	ENST00000360430	78	0.92	0	0	78	0.92
3VBG	ENST00000393413	78	0.92	0	0	78	0.92
3VBG	ENST00000348801	77	0.91	0	0	77	0.91
3VBG	ENST00000356290	52	0.61	0	0	52	0.61
3VBG	ENST00000540827	78	0.92	0	0	78	0.92
3VBG	ENST00000428863	76	0.89	0	0	76	0.89
3VBG	ENST00000393412	78	0.92	0	0	78	0.92
3EBS	ENST00000301141	5	0.01	0	0	5	0.01
3EBS	ENST00000301141	5	0.01	0	0	5	0.01
3EBS	ENST00000301141	5	0.01	0	0	5	0.01
3EBS	ENST00000301141	5	0.01	0	0	5	0.01
3VBQ	ENST00000373509	261	0.96	83	0.31	178	0.66
3VBT	ENST00000373509	257	0.96	83	0.31	174	0.65
3OXI	ENST00000395169	305	0.95	0	0	305	0.95
3OXI	ENST00000395160	307	0.95	105	0.33	202	0.63
3OXI	ENST00000395166	305	0.95	0	0	305	0.95
3OXG	ENST00000490107	411	0.97	57	0.13	354	0.83
3OXG	ENST00000388985	2	0	0	0	2	0
3OXG	ENST00000541742	411	0.97	57	0.13	354	0.83
1KKU	ENST00000377205	1	0	0	0	1	0
1KKU	ENST00000462686	1	0	0	0	1	0
1KKQ	ENST00000356219	19	1	0	0	19	1
1KKQ	ENST00000356219	19	1	0	0	19	1
1KKQ	ENST00000356219	19	1	0	0	19	1
1KKQ	ENST00000356219	19	1	0	0	19	1
1PWY	ENST00000361505	1	0	0	0	1	0
1A1A	ENST00000373578	97	0.92	0	0	97	0.92
1A1A	ENST00000373567	97	0.92	0	0	97	0.92
1A1A	ENST00000373558	102	0.96	0	0	102	0.96
1A1A	ENST00000445403	97	0.92	0	0	97	0.92
1A1A	ENST00000360723	102	0.96	0	0	102	0.96
1A1A	ENST00000358208	97	0.92	0	0	97	0.92
1A1A	ENST00000373578	93	0.91	0	0	93	0.91
1A1A	ENST00000373567	93	0.91	0	0	93	0.91
1A1A	ENST00000373558	98	0.96	0	0	98	0.96
1A1A	ENST00000445403	93	0.91	0	0	93	0.91
1A1A	ENST00000360723	98	0.96	0	0	98	0.96
1A1A	ENST00000358208	93	0.91	0	0	93	0.91
1A1C	ENST00000373578	96	0.91	0	0	96	0.91
1A1C	ENST00000373567	96	0.91	0	0	96	0.91
1A1C	ENST00000373558	101	0.96	0	0	101	0.96
1A1C	ENST00000445403	96	0.91	0	0	96	0.91
1A1C	ENST00000360723	101	0.96	0	0	101	0.96
1A1C	ENST00000358208	96	0.91	0	0	96	0.91
1A1C	ENST00000373578	95	0.91	0	0	95	0.91
1A1C	ENST00000373567	95	0.91	0	0	95	0.91
1A1C	ENST00000373558	100	0.96	0	0	100	0.96
1A1C	ENST00000445403	95	0.91	0	0	95	0.91
1A1C	ENST00000360723	100	0.96	0	0	100	0.96
1A1C	ENST00000358208	95	0.91	0	0	95	0.91
1A1B	ENST00000373578	96	0.91	0	0	96	0.91
1A1B	ENST00000373567	96	0.91	0	0	96	0.91
1A1B	ENST00000373558	101	0.96	0	0	101	0.96
1A1B	ENST00000445403	96	0.91	0	0	96	0.91
1A1B	ENST00000360723	101	0.96	0	0	101	0.96
1A1B	ENST00000358208	96	0.91	0	0	96	0.91
1A1B	ENST00000373578	95	0.91	0	0	95	0.91
1A1B	ENST00000373567	95	0.91	0	0	95	0.91
1A1B	ENST00000373558	100	0.96	0	0	100	0.96
1A1B	ENST00000445403	95	0.91	0	0	95	0.91
1A1B	ENST00000360723	100	0.96	0	0	100	0.96
1A1B	ENST00000358208	95	0.91	0	0	95	0.91
1A1E	ENST00000373578	95	0.91	0	0	95	0.91
1A1E	ENST00000373567	95	0.91	0	0	95	0.91
1A1E	ENST00000373558	100	0.96	0	0	100	0.96
1A1E	ENST00000445403	95	0.91	0	0	95	0.91
1A1E	ENST00000360723	100	0.96	0	0	100	0.96
1A1E	ENST00000358208	95	0.91	0	0	95	0.91
1A1E	ENST00000373578	95	0.91	0	0	95	0.91
1A1E	ENST00000373567	95	0.91	0	0	95	0.91
1A1E	ENST00000373558	100	0.96	0	0	100	0.96
1A1E	ENST00000445403	95	0.91	0	0	95	0.91
1A1E	ENST00000360723	100	0.96	0	0	100	0.96
1A1E	ENST00000358208	95	0.91	0	0	95	0.91
1A1M	ENST00000359635	20	0.07	0	0	20	0.07
1A1O	ENST00000359635	18	0.07	0	0	18	0.07
1A1N	ENST00000359635	13	0.05	0	0	13	0.05
2W17	ENST00000354056	133	0.48	34	0.12	99	0.36
2W1C	ENST00000371356	1	0	0	0	1	0
2W1C	ENST00000347343	1	0	0	0	1	0
2W1C	ENST00000395911	1	0	0	0	1	0
2W1C	ENST00000312783	1	0	0	0	1	0
2W1C	ENST00000395915	1	0	0	0	1	0
2W1C	ENST00000395913	1	0	0	0	1	0
2W1C	ENST00000395909	1	0	0	0	1	0
2W1C	ENST00000395914	1	0	0	0	1	0
2W1F	ENST00000371356	1	0	0	0	1	0
2W1F	ENST00000347343	1	0	0	0	1	0
2W1F	ENST00000395911	1	0	0	0	1	0
2W1F	ENST00000312783	1	0	0	0	1	0
2W1F	ENST00000395915	1	0	0	0	1	0
2W1F	ENST00000395913	1	0	0	0	1	0
2W1F	ENST00000395909	1	0	0	0	1	0
2W1F	ENST00000395914	1	0	0	0	1	0
2W1G	ENST00000371356	1	0	0	0	1	0
2W1G	ENST00000347343	1	0	0	0	1	0
2W1G	ENST00000395911	1	0	0	0	1	0
2W1G	ENST00000312783	1	0	0	0	1	0
2W1G	ENST00000395915	1	0	0	0	1	0
2W1G	ENST00000395913	1	0	0	0	1	0
2W1G	ENST00000395909	1	0	0	0	1	0
2W1G	ENST00000395914	1	0	0	0	1	0
2W1D	ENST00000371356	1	0	0	0	1	0
2W1D	ENST00000347343	1	0	0	0	1	0
2W1D	ENST00000395911	1	0	0	0	1	0
2W1D	ENST00000312783	1	0	0	0	1	0
2W1D	ENST00000395915	1	0	0	0	1	0
2W1D	ENST00000395913	1	0	0	0	1	0
2W1D	ENST00000395909	1	0	0	0	1	0
2W1D	ENST00000395914	1	0	0	0	1	0
2W1E	ENST00000371356	1	0	0	0	1	0
2W1E	ENST00000347343	1	0	0	0	1	0
2W1E	ENST00000395911	1	0	0	0	1	0
2W1E	ENST00000312783	1	0	0	0	1	0
2W1E	ENST00000395915	1	0	0	0	1	0
2W1E	ENST00000395913	1	0	0	0	1	0
2W1E	ENST00000395909	1	0	0	0	1	0
2W1E	ENST00000395914	1	0	0	0	1	0
2W1H	ENST00000354056	133	0.47	34	0.12	99	0.35
2W1I	ENST00000381652	1	0	0	0	1	0
2W1I	ENST00000539801	1	0	0	0	1	0
2W1I	ENST00000381652	1	0	0	0	1	0
2W1I	ENST00000539801	1	0	0	0	1	0
1A12	ENST00000373831	378	0.94	0	0	378	0.94
1A12	ENST00000373831	378	0.94	0	0	378	0.94
1A12	ENST00000373831	378	0.94	0	0	378	0.94
2ZDA	ENST00000311907	14	1	0	0	14	1
2ZDA	ENST00000311907	197	0.86	0	0	197	0.86
2ZDT	ENST00000395169	324	0.95	0	0	324	0.95
2ZDT	ENST00000395160	327	0.96	114	0.33	213	0.62
2ZDT	ENST00000395166	324	0.95	0	0	324	0.95
2ZDU	ENST00000395169	313	0.95	0	0	313	0.95
2ZDU	ENST00000395160	315	0.95	111	0.34	204	0.62
2ZDU	ENST00000395166	313	0.95	0	0	313	0.95
2ZDV	ENST00000311907	14	1	0	0	14	1
2ZDV	ENST00000311907	196	0.86	0	0	196	0.86
2ZDZ	ENST00000428381	267	0.72	12	0.03	255	0.69
2ZDZ	ENST00000513780	226	0.61	0	0	226	0.61
2ZDZ	ENST00000445823	269	0.73	0	0	269	0.73
2OL2	ENST00000553780	1	0	0	0	1	0
2OL2	ENST00000554866	1	0	0	0	1	0
2OL2	ENST00000554276	1	0	0	0	1	0
2OL2	ENST00000329597	1	0	0	0	1	0
2OL2	ENST00000553780	1	0	0	0	1	0
2OL2	ENST00000554866	1	0	0	0	1	0
2OL2	ENST00000554276	1	0	0	0	1	0
2OL2	ENST00000329597	1	0	0	0	1	0
1PWL	ENST00000285930	1	0	0	0	1	0
3FN3	ENST00000381573	204	0.95	56	0.26	148	0.69
3FN3	ENST00000381573	200	0.95	52	0.25	148	0.7
1PWM	ENST00000285930	1	0	0	0	1	0
2E2B	ENST00000372348	251	0.94	0	0	251	0.94
2E2B	ENST00000372348	245	0.95	0	0	245	0.95
2E2R	ENST00000366940	212	0.93	24	0.11	188	0.82
2E2R	ENST00000408911	1	0	1	0	0	0
2E2R	ENST00000360012	212	0.93	24	0.11	188	0.82
2E2R	ENST00000361395	212	0.93	24	0.11	188	0.82
2E2R	ENST00000366938	212	0.93	24	0.11	188	0.82
2E2R	ENST00000359162	212	0.93	24	0.11	188	0.82
2E2R	ENST00000493603	212	0.93	24	0.11	188	0.82
2E2R	ENST00000487276	212	0.93	24	0.11	188	0.82
2E2R	ENST00000493748	212	0.93	24	0.11	188	0.82
2E2R	ENST00000361525	212	0.93	24	0.11	188	0.82
2E2R	ENST00000391890	215	0.94	17	0.07	198	0.87
2E2X	ENST00000356175	235	0.94	0	0	235	0.94
2E2X	ENST00000431387	250	1	250	1	0	0
2E2X	ENST00000356175	235	0.94	0	0	235	0.94
2E2X	ENST00000431387	250	1	250	1	0	0
1LUW	ENST00000367055	1	0.01	0	0	1	0.01
1LUW	ENST00000538183	1	0.01	0	0	1	0.01
1LUW	ENST00000367054	142	0.72	39	0.2	103	0.52
1LUW	ENST00000337404	142	0.72	39	0.2	103	0.52
1LUW	ENST00000367055	1	0.01	0	0	1	0.01
1LUW	ENST00000538183	1	0.01	0	0	1	0.01
1LUW	ENST00000367054	142	0.72	39	0.2	103	0.52
1LUW	ENST00000337404	142	0.72	39	0.2	103	0.52
1LUJ	ENST00000377263	4	0.06	0	0	4	0.06
1LUJ	ENST00000400904	4	0.06	0	0	4	0.06
1LUJ	ENST00000377258	4	0.06	0	0	4	0.06
1LUJ	ENST00000377256	4	0.06	0	0	4	0.06
1LUJ	ENST00000537447	4	0.06	0	0	4	0.06
3A0I	ENST00000403799	420	0.94	0	0	420	0.94
3A0I	ENST00000395796	420	0.94	0	0	420	0.94
3IHO	ENST00000429544	131	0.95	0	0	131	0.95
3IHO	ENST00000503197	36	0.26	34	0.25	2	0.01
1LPZ	ENST00000375559	47	0.94	0	0	47	0.94
1LPZ	ENST00000375559	169	0.74	0	0	169	0.74
1AWI	ENST00000225655	128	0.93	0	0	128	0.93
1AWI	ENST00000225655	128	0.93	0	0	128	0.93
3KJD	ENST00000429687	325	0.95	9	0.03	316	0.93
3KJD	ENST00000250416	1	0	0	0	1	0
3KJD	ENST00000429687	324	0.95	9	0.03	315	0.93
3KJD	ENST00000250416	1	0	0	0	1	0
3KJF	ENST00000308394	1	0.01	0	0	1	0.01
3KJF	ENST00000523916	1	0.01	0	0	1	0.01
3KJ0	ENST00000307940	93	0.6	55	0.35	38	0.25
3KJ0	ENST00000308659	23	1	23	1	0	0
3KJ0	ENST00000393256	1	0.04	0	0	1	0.04
3KJ0	ENST00000433098	23	1	23	1	0	0
3KJ0	ENST00000405953	23	1	23	1	0	0
3KJ0	ENST00000415458	23	1	23	1	0	0
3KJ0	ENST00000436733	23	1	23	1	0	0
3KJ0	ENST00000437029	1	0.04	0	0	1	0.04
3KJ0	ENST00000452231	23	1	23	1	0	0
3KJ0	ENST00000361493	23	1	23	1	0	0
3KJ0	ENST00000431217	23	1	23	1	0	0
3KJ0	ENST00000439718	23	1	23	1	0	0
3KJ0	ENST00000357757	1	0.04	0	0	1	0.04
3KJ0	ENST00000393253	23	1	23	1	0	0
3KJ0	ENST00000337565	23	1	23	1	0	0
3KJ1	ENST00000307940	89	0.59	51	0.34	38	0.25
3KJ1	ENST00000308659	21	1	21	1	0	0
3KJ1	ENST00000393256	1	0.05	0	0	1	0.05
3KJ1	ENST00000433098	21	1	21	1	0	0
3KJ1	ENST00000405953	21	1	21	1	0	0
3KJ1	ENST00000415458	21	1	21	1	0	0
3KJ1	ENST00000436733	21	1	21	1	0	0
3KJ1	ENST00000437029	1	0.05	0	0	1	0.05
3KJ1	ENST00000452231	21	1	21	1	0	0
3KJ1	ENST00000361493	21	1	21	1	0	0
3KJ1	ENST00000431217	21	1	21	1	0	0
3KJ1	ENST00000439718	21	1	21	1	0	0
3KJ1	ENST00000357757	1	0.05	0	0	1	0.05
3KJ1	ENST00000393253	21	1	21	1	0	0
3KJ1	ENST00000337565	21	1	21	1	0	0
3KJ2	ENST00000307940	89	0.59	51	0.34	38	0.25
3KJ2	ENST00000308659	21	1	21	1	0	0
3KJ2	ENST00000393256	1	0.05	0	0	1	0.05
3KJ2	ENST00000433098	21	1	21	1	0	0
3KJ2	ENST00000405953	21	1	21	1	0	0
3KJ2	ENST00000415458	21	1	21	1	0	0
3KJ2	ENST00000436733	21	1	21	1	0	0
3KJ2	ENST00000437029	1	0.05	0	0	1	0.05
3KJ2	ENST00000452231	21	1	21	1	0	0
3KJ2	ENST00000361493	21	1	21	1	0	0
3KJ2	ENST00000431217	21	1	21	1	0	0
3KJ2	ENST00000439718	21	1	21	1	0	0
3KJ2	ENST00000357757	1	0.05	0	0	1	0.05
3KJ2	ENST00000393253	21	1	21	1	0	0
3KJ2	ENST00000337565	21	1	21	1	0	0
1AWQ	ENST00000468812	157	0.96	0	0	157	0.96
1GY3	ENST00000354056	131	0.44	32	0.11	99	0.34
1GY3	ENST00000354056	131	0.44	32	0.11	99	0.34
3IHR	ENST00000367455	51	0.19	0	0	51	0.19
1HAP	ENST00000311907	14	1	0	0	14	1
1HAP	ENST00000311907	199	0.87	0	0	199	0.87
1HAE	ENST00000519301	60	0.95	0	0	60	0.95
1HAE	ENST00000520407	61	0.97	0	0	61	0.97
1HAE	ENST00000287842	59	0.94	0	0	59	0.94
1HAE	ENST00000405005	61	0.97	0	0	61	0.97
1HAE	ENST00000521670	61	0.97	0	0	61	0.97
1HAE	ENST00000520502	61	0.97	0	0	61	0.97
1HAE	ENST00000356819	58	0.92	0	0	58	0.92
1HAE	ENST00000287840	61	0.97	0	0	61	0.97
1HAE	ENST00000341377	62	0.98	0	0	62	0.98
1HAB	ENST00000251595	134	0.95	0	0	134	0.95
1HAB	ENST00000320868	134	0.95	0	0	134	0.95
1HAB	ENST00000335295	135	0.92	0	0	135	0.92
1HAB	ENST00000251595	134	0.95	0	0	134	0.95
1HAB	ENST00000320868	134	0.95	0	0	134	0.95
1HAB	ENST00000335295	135	0.92	0	0	135	0.92
1HAC	ENST00000251595	134	0.95	0	0	134	0.95
1HAC	ENST00000320868	134	0.95	0	0	134	0.95
1HAC	ENST00000335295	135	0.92	0	0	135	0.92
1HAC	ENST00000251595	134	0.95	0	0	134	0.95
1HAC	ENST00000320868	134	0.95	0	0	134	0.95
1HAC	ENST00000335295	135	0.92	0	0	135	0.92
1HAO	ENST00000311907	14	1	0	0	14	1
1HAO	ENST00000311907	199	0.87	0	0	199	0.87
1HAI	ENST00000311907	15	1	0	0	15	1
1HAI	ENST00000311907	199	0.87	0	0	199	0.87
1HAK	ENST00000296511	291	0.92	0	0	291	0.92
1HAK	ENST00000296511	291	0.92	0	0	291	0.92
1HA4	ENST00000392499	81	0.93	0	0	81	0.93
1HA4	ENST00000307944	81	0.93	0	0	81	0.93
1HA4	ENST00000392499	81	0.93	0	0	81	0.93
1HA4	ENST00000307944	81	0.93	0	0	81	0.93
1HA1	ENST00000546500	155	0.93	0	0	155	0.93
1HA1	ENST00000547566	155	0.93	0	0	155	0.93
1HA1	ENST00000340913	155	0.93	0	0	155	0.93
1HA1	ENST00000547276	155	0.93	0	0	155	0.93
1HA2	ENST00000509063	14	0.02	5	0.01	9	0.02
3PC8	ENST00000262327	75	0.99	59	0.78	16	0.21
3PC8	ENST00000262327	75	0.97	59	0.77	16	0.21
3PC7	ENST00000378526	2	0.03	0	0	2	0.03
3PC7	ENST00000262327	76	0.95	59	0.74	17	0.21
3PC7	ENST00000378526	1	0.01	0	0	1	0.01
3PC7	ENST00000262327	75	0.99	59	0.78	16	0.21
1VJA	ENST00000496777	196	0.86	0	0	196	0.86
1VJA	ENST00000372764	196	0.86	0	0	196	0.86
1VJY	ENST00000374994	282	0.94	0	0	282	0.94
1VJY	ENST00000374990	287	0.96	0	0	287	0.96
1VJY	ENST00000552516	286	0.96	0	0	286	0.96
2CV5	ENST00000357647	93	0.96	0	0	93	0.96
2CV5	ENST00000244661	93	0.96	0	0	93	0.96
2CV5	ENST00000540144	93	0.96	0	0	93	0.96
2CV5	ENST00000356476	93	0.96	0	0	93	0.96
2CV5	ENST00000377831	93	0.96	0	0	93	0.96
2CV5	ENST00000360408	93	0.96	0	0	93	0.96
2CV5	ENST00000446824	93	0.96	0	0	93	0.96
2CV5	ENST00000305910	93	0.96	0	0	93	0.96
2CV5	ENST00000369163	93	0.96	0	0	93	0.96
2CV5	ENST00000328488	93	0.96	0	0	93	0.96
2CV5	ENST00000359303	93	0.96	0	0	93	0.96
2CV5	ENST00000359907	72	0.92	0	0	72	0.92
2CV5	ENST00000377364	72	0.92	0	0	72	0.92
2CV5	ENST00000377803	72	0.92	0	0	72	0.92
2CV5	ENST00000340756	72	0.92	0	0	72	0.92
2CV5	ENST00000360441	72	0.92	0	0	72	0.92
2CV5	ENST00000377745	72	0.92	0	0	72	0.92
2CV5	ENST00000377727	72	0.92	0	0	72	0.92
2CV5	ENST00000289352	72	0.92	0	0	72	0.92
2CV5	ENST00000354348	72	0.92	0	0	72	0.92
2CV5	ENST00000355057	72	0.92	0	0	72	0.92
2CV5	ENST00000357549	72	0.92	0	0	72	0.92
2CV5	ENST00000355981	72	0.92	0	0	72	0.92
2CV5	ENST00000369165	72	0.92	0	0	72	0.92
2CV5	ENST00000392939	72	0.92	0	0	72	0.92
2CV5	ENST00000392938	72	0.92	0	0	72	0.92
2CV5	ENST00000392933	72	0.92	0	0	72	0.92
2CV5	ENST00000369157	72	0.92	0	0	72	0.92
2CV5	ENST00000392932	72	0.92	0	0	72	0.92
2CV5	ENST00000358064	72	0.92	0	0	72	0.92
2CV5	ENST00000539745	72	0.92	0	0	72	0.92
2CV5	ENST00000259791	98	0.91	0	0	98	0.91
2CV5	ENST00000303910	98	0.91	0	0	98	0.91
2CV5	ENST00000356950	93	0.97	0	0	93	0.97
2CV5	ENST00000396891	93	0.97	0	0	93	0.97
2CV5	ENST00000357647	94	0.95	0	0	94	0.95
2CV5	ENST00000244661	94	0.95	0	0	94	0.95
2CV5	ENST00000540144	94	0.95	0	0	94	0.95
2CV5	ENST00000356476	94	0.95	0	0	94	0.95
2CV5	ENST00000377831	94	0.95	0	0	94	0.95
2CV5	ENST00000360408	94	0.95	0	0	94	0.95
2CV5	ENST00000446824	94	0.95	0	0	94	0.95
2CV5	ENST00000305910	94	0.95	0	0	94	0.95
2CV5	ENST00000369163	94	0.95	0	0	94	0.95
2CV5	ENST00000328488	94	0.95	0	0	94	0.95
2CV5	ENST00000359303	94	0.95	0	0	94	0.95
2CV5	ENST00000359907	79	0.93	0	0	79	0.93
2CV5	ENST00000377364	79	0.93	0	0	79	0.93
2CV5	ENST00000377803	79	0.93	0	0	79	0.93
2CV5	ENST00000340756	79	0.93	0	0	79	0.93
2CV5	ENST00000360441	79	0.93	0	0	79	0.93
2CV5	ENST00000377745	79	0.93	0	0	79	0.93
2CV5	ENST00000377727	79	0.93	0	0	79	0.93
2CV5	ENST00000289352	79	0.93	0	0	79	0.93
2CV5	ENST00000354348	79	0.93	0	0	79	0.93
2CV5	ENST00000355057	79	0.93	0	0	79	0.93
2CV5	ENST00000357549	79	0.93	0	0	79	0.93
2CV5	ENST00000355981	79	0.93	0	0	79	0.93
2CV5	ENST00000369165	79	0.93	0	0	79	0.93
2CV5	ENST00000392939	79	0.93	0	0	79	0.93
2CV5	ENST00000392938	79	0.93	0	0	79	0.93
2CV5	ENST00000392933	79	0.93	0	0	79	0.93
2CV5	ENST00000369157	79	0.93	0	0	79	0.93
2CV5	ENST00000392932	79	0.93	0	0	79	0.93
2CV5	ENST00000358064	79	0.93	0	0	79	0.93
2CV5	ENST00000539745	79	0.93	0	0	79	0.93
2CV5	ENST00000259791	94	0.9	0	0	94	0.9
2CV5	ENST00000303910	94	0.9	0	0	94	0.9
2CV5	ENST00000356950	91	0.97	0	0	91	0.97
2CV5	ENST00000396891	91	0.97	0	0	91	0.97
1VJ9	ENST00000496777	196	0.86	0	0	196	0.86
1VJ9	ENST00000372764	196	0.86	0	0	196	0.86
1VJ5	ENST00000521400	301	0.55	0	0	301	0.55
4KFO	ENST00000354289	124	0.26	119	0.25	5	0.01
4KFO	ENST00000354289	123	0.26	118	0.25	5	0.01
4KFN	ENST00000354289	126	0.27	121	0.26	5	0.01
4KFN	ENST00000354289	126	0.27	121	0.26	5	0.01
2CS0	ENST00000253680	6	0.05	0	0	6	0.05
4GUS	ENST00000297792	584	0.78	232	0.31	352	0.47
4GUS	ENST00000436648	12	1	0	0	12	1
4GUS	ENST00000254810	1	0.05	0	0	1	0.05
4GUS	ENST00000366816	1	0.05	0	0	1	0.05
4GUS	ENST00000366815	1	0.05	0	0	1	0.05
4GUS	ENST00000366813	1	0.05	0	0	1	0.05
4GUT	ENST00000297792	583	0.79	231	0.31	352	0.48
4GUT	ENST00000436648	12	1	0	0	12	1
4GUU	ENST00000297792	583	0.79	231	0.31	352	0.48
4GUU	ENST00000436648	12	1	0	0	12	1
2CS4	ENST00000381352	5	0.06	0	0	5	0.06
2CS4	ENST00000405154	5	0.06	0	0	5	0.06
2CS4	ENST00000542865	5	0.06	0	0	5	0.06
2CS4	ENST00000282884	5	0.06	0	0	5	0.06
2CS4	ENST00000541490	5	0.06	0	0	5	0.06
2VM6	ENST00000335661	9	0.06	0	0	9	0.06
2VM6	ENST00000308659	25	1	25	1	0	0
2VM6	ENST00000433098	25	1	25	1	0	0
2VM6	ENST00000405953	25	1	25	1	0	0
2VM6	ENST00000415458	25	1	25	1	0	0
2VM6	ENST00000436733	25	1	25	1	0	0
2VM6	ENST00000452231	25	1	25	1	0	0
2VM6	ENST00000361493	25	1	25	1	0	0
2VM6	ENST00000431217	25	1	25	1	0	0
2VM6	ENST00000439718	25	1	25	1	0	0
2VM6	ENST00000393253	25	1	25	1	0	0
2VM6	ENST00000337565	25	1	25	1	0	0
2VM8	ENST00000521913	446	0.94	0	0	446	0.94
2VM8	ENST00000521913	445	0.93	0	0	445	0.93
2VM8	ENST00000521913	445	0.93	0	0	445	0.93
2VM8	ENST00000521913	445	0.93	0	0	445	0.93
3FUZ	NULL	1	NULL	NULL	NULL	NULL	NULL
3FUP	ENST00000381652	1	0	0	0	1	0
3FUP	ENST00000539801	1	0	0	0	1	0
3FUP	ENST00000381652	1	0	0	0	1	0
